Unnamed: 0,sample_size,Ne,length,recombination_rate,mutation_rate,error_rate,seed,ARGweaver_completed,fastARG_completed,RentPlus_completed,tsinfer_completed,fastARG_pathunrooted,fastARG_SPRunrooted,fastARG_wRFrooted,fastARG_TSfilesize,fastARG_wRFunrooted,fastARG_RFunrooted,fastARG_edgesets,fastARG_cputime,fastARG_RFrooted,fastARG_edges,fastARG_memory,fastARG_KCrooted,RentPlus_pathunrooted,RentPlus_cputime,RentPlus_SPRunrooted,RentPlus_wRFrooted,RentPlus_RFrooted,RentPlus_wRFunrooted,RentPlus_RFunrooted,RentPlus_memory,RentPlus_KCrooted,tsinfer_pathunrooted,tsinfer_mean_polytomy,tsinfer_max_polytomy,tsinfer_wRFrooted,tsinfer_TSfilesize,tsinfer_wRFunrooted,tsinfer_var_polytomy,tsinfer_RFunrooted,tsinfer_edgesets,tsinfer_cputime,tsinfer_RFrooted,tsinfer_SPRunrooted,tsinfer_edges,tsinfer_memory,tsinfer_KCrooted,ARGweaver_pathunrooted,ARGweaver_wRFunrooted,ARGweaver_wRFrooted,ARGweaver_TSfilesize,ARGweaver_SPRunrooted,ARGweaver_RFunrooted,ARGweaver_iterations,ARGweaver_cputime,ARGweaver_RFrooted,ARGweaver_edgesets,ARGweaver_edges,ARGweaver_memory,ARGweaver_KCrooted
1875,50,5000,10000,2.5e-08,2.37733978869e-07,0.0,1927516860,True,True,True,True,70.00302773785701,11.575162272300501,21971.31115697886,56144.0,21969.09118763162,41.616200187938006,100.0,0.0,44.788554986183996,200.0,2265088.0,59.13128137643449,60.80381540511731,14.4,8.70215,,33.1968,,31.266,625598464.0,37.05959903082624,110.68371785506402,2.4027777777777777,7.0,21601.087052252533,56144.0,21600.67505675688,0.8918231611893586,25.197784483404003,72.0,2.51,25.795745612323998,,173.0,120766464.0,29.84347119492745,60.07583105758863,67102.56788303802,68947.27285994323,36816.0,10.02966,35.74512,"180,140,20,160,80,120,100,40,60,0",869.71,36.90154,102.5,205.0,67571712.0,29.42050298486445
1876,50,5000,10000,2.5e-08,2.37733978869e-07,0.01,1927516860,True,True,True,True,93.57708460833041,14.25843157070245,22098.805617561935,60360.0,22092.69359990479,55.573257920193186,263.0,0.0,57.48408727136911,526.0,2215936.0,49.57880560737795,77.48936226139921,11.88,11.6412,,46.6692,,44.8253,552083456.0,41.8005718872092,120.4387507769702,2.4383561643835616,7.0,21606.97455823491,56144.0,21606.060714096704,1.0273972602739727,28.320198216142998,73.0,2.4,29.149272981597,,178.0,120397824.0,32.95268450709676,61.539115519910936,77569.42136911448,79114.9932233554,36816.0,10.79417,39.284620000000004,"0,80,40,20,120,180,160,140,100,60",1154.3600000000001,40.57636,111.3,222.6,69414912.0,29.892872368513377
1877,50,5000,10000,2.5e-08,2.37733978869e-07,0.1,1927516860,True,True,True,True,135.3344637326261,19.62678523055145,23534.663746137117,82535.0,23534.43816964288,85.9523197667936,1082.0,0.03,87.8967780485746,2164.0,2166784.0,73.69250404138846,126.97712500327324,11.6,16.9957,,74.1533,,72.2928,511111168.0,71.92513462316722,101.71428291962756,2.3559322033898304,7.0,21708.764349656456,63864.0,21708.11731130672,0.49051711720362967,49.1278220891818,354.0,2.62,50.5325816562919,,834.0,120799232.0,41.720900871879884,94.00871503172596,119671.4936321789,120851.45833024985,41652.444444444445,15.386590000000002,64.22596,"160,80,40,0,60,120,180,140,20,100",1434.0600000000006,65.89828,301.77777777777777,603.5555555555555,57012224.0,43.39757536182413
1878,10,5000,10000,2.5e-08,9.464360167200001e-07,0.0,869013371,True,True,True,True,0.04533033405631939,0.010598837733500113,8927.62792407537,54628.0,8926.851558699913,0.021197675467000226,17.0,0.0,1.9467976754670002,34.0,2097152.0,4.351049220924254,5.650657706646572,5.23,1.75795,,5.204,,3.5159,204201984.0,6.491573896124038,4.416031958790096,2.0476190476190474,3.0,8728.70916476873,54628.0,8727.912096255446,0.04761904761904745,1.6419381895779996,21.0,3.27,1.741758514928,,43.0,124567552.0,2.145032758571033,3.2819232196707127,27712.693315756,27752.12311714284,34768.0,0.8232100000000001,1.6974399999999998,"180,120,60,0,140,20,160,80,40,100",303.35,1.7538399999999998,29.4,58.8,33251328.0,1.6520608859080756
1879,10,5000,10000,2.5e-08,9.464360167200001e-07,0.01,869013371,True,True,True,True,4.691256320828471,1.2082251475444998,8919.192634865143,56676.0,8917.708854520064,2.642370515708999,55.0,0.0,5.303388967881999,110.0,1978368.0,7.406497474395469,6.478881110352127,5.22,1.8846,,5.7296,,4.2933,182480896.0,6.501277958406737,4.9367272163285625,2.0384615384615383,3.0,8741.002976508327,54628.0,8739.782959908087,0.03846153846153868,2.814383211546,26.0,2.8800000000000003,2.952468300956,1.2189726435190815,53.0,125366272.0,2.6317145757820164,4.449832531167795,27799.49364852392,27898.76112225486,34768.0,1.209,2.43352,"20,0,80,180,100,160,140,120,40,60",242.68,2.55002,29.9,59.8,27766784.0,2.1003963312664995
1880,10,5000,10000,2.5e-08,9.464360167200001e-07,0.1,869013371,True,True,True,True,10.001972676130444,2.5131945244555,8853.515605445149,64188.0,8844.509609355919,8.323238728280499,341.0,0.0,10.982803677076001,682.0,2072576.0,10.16696841369115,9.338070965067342,4.23,2.0931,,7.8164,,7.3281,130174976.0,6.558613496657164,7.470444621661535,2.1343283582089554,4.0,8762.963757625275,60972.0,8760.551514191302,0.12421040863100236,4.8546922634176,268.0,2.8000000000000003,5.2951727224376,1.7023444242440269,572.0,124821504.0,5.670061275384335,4.969645218774962,34873.32893764143,34966.51605731367,34768.0,1.22766,3.4170000000000003,"140,40,60,0,80,100,20,160,120,180",257.23,3.5798400000000004,55.9,111.8,23339008.0,3.056029594284828
1881,50,5000,10000,2.5e-08,9.464360167200001e-07,0.0,2013893020,True,True,True,True,39.60511947682364,6.3260508443495,13582.998879394869,60164.0,13576.923640890727,15.862032091328,72.0,0.0,22.603952126303,144.0,2154496.0,84.26206187226656,51.99099696260547,31.82,6.81575,,22.3589,,20.4338,680407040.0,41.67884965689511,69.23436124580056,2.2280701754385963,4.0,12285.76744248346,58116.0,12285.613559631998,0.21491228070175442,12.673526900608,57.0,3.12,12.719781978848,,127.0,147722240.0,24.790477211679264,45.52402318801713,32261.804662394465,32392.183739394462,36816.0,6.068849999999999,16.00524,"0,140,180,100,120,160,20,80,60,40",1018.26,17.100659999999998,67.8,135.6,81731584.0,31.23897275446219
1882,50,5000,10000,2.5e-08,9.464360167200001e-07,0.01,2013893020,True,True,True,True,81.624796875846,10.599881291789949,13500.66595618795,66124.0,13499.814402063172,44.745295482055255,372.0,0.01,46.65766507612346,744.0,2113536.0,45.82175788646047,59.535229982490804,15.85,8.68285,,30.8986,,29.1931,649621504.0,43.27709636349414,70.68442776484049,2.1979166666666665,4.0,12307.124435091268,60164.0,12305.973700776829,0.18146929824561386,13.987369220336499,96.0,3.33,14.672570926060505,,211.0,147828736.0,31.100104202067584,46.33792575443236,37568.0956442728,37856.0797817128,36816.0,7.621510000000002,19.9297,"160,60,80,180,40,100,120,140,20,0",975.35,21.35248,78.8,157.6,104468480.0,33.73493981432109
1883,50,5000,10000,2.5e-08,9.464360167200001e-07,0.1,2013893020,True,True,True,True,125.065404177683,18.77779289756025,17917.30821750576,105179.0,17916.497295955305,80.4712968325212,1799.0,0.06,82.49541594872719,3598.0,2215936.0,84.74384578137347,126.36481863461542,13.81,16.67085,,72.7503,,70.8507,646377472.0,80.3135408430353,86.79859562202259,2.347050754458162,5.0,13127.821150540825,75932.0,13124.914525330407,0.3752694493435236,52.508756384105006,729.0,4.0,53.76148499487081,,1711.0,147353600.0,45.67826003498677,61.7069919312514,70132.47271885388,70297.96892313387,38864.0,9.94145,38.4541,"160,180,60,80,100,0,20,120,40,140",1165.97,39.3741,149.3,298.6,61382656.0,30.312103950984426
1884,10,5000,10000,2.5e-08,3.76782964726e-06,0.0,1840682476,True,True,True,True,0.0,0.0,11259.9519621,70485.0,11258.550762100005,0.0,9.0,0.0,5.6048,18.0,2215936.0,13.133513055718007,0.0,32.09,0.0,,1.0945,,0.0,2076372992.0,2.9519825631689893,0.0,2.0,2.0,9970.156411318925,70485.0,9970.14104494542,0.0,0.0,13.0,44.43,0.00395463626419996,0.0,26.0,443367424.0,0.010462984080790615,0.0,28460.36948714446,28484.06564734356,34768.0,0.0,0.0,"60,80,40,100,20,0,120,180,140,160",261.97,0.011,22.2,44.4,26644480.0,0.02799824964768229
1885,10,5000,10000,2.5e-08,3.76782964726e-06,0.01,1840682476,True,True,True,True,5.4635956413760765,1.2045723174400509,10865.849260520665,79853.0,10864.883610380082,3.5954402126350997,329.0,0.02,5.4320112650022985,658.0,2080768.0,6.103417983177657,4.76418711951785,13.21,1.0262,,3.7739999999999996,,2.9605,615092224.0,3.8928044732341633,0.525884784825545,2.0,2.0,9946.011062755153,74669.0,9937.286024200892,0.0,0.24234438270680103,140.0,49.89,0.377400346950001,0.10806546554160026,280.0,441810944.0,0.5653965949003309,0.0,29378.77110468023,29411.097050007767,34768.0,0.0,0.0,"180,100,160,80,60,120,40,20,140,0",268.04,0.01548,22.0,44.0,27160576.0,0.03785083062685867
1886,10,5000,10000,2.5e-08,3.76782964726e-06,0.1,1840682476,True,True,True,True,10.27393930033108,2.45747849818664,11467.116505818212,136584.0,11466.196075317834,8.76152479154944,2448.0,0.14,10.85862233077688,4896.0,2199552.0,8.381633413233862,8.543773286246871,10.43,2.01935,,7.7249,,6.7272,380624896.0,5.762152280615641,8.742422080080935,2.087207068766808,4.0,10177.076406170012,138809.0,10157.144550121126,0.08578170460796879,6.312002495828249,2603.0,58.51,6.966355642950503,2.0949343943825762,5433.0,418344960.0,4.643871318439959,4.766398177255072,39003.185894984636,39039.00506640438,34768.0,0.98187,2.58214,"120,20,100,140,60,40,80,0,180,160",306.74,2.59572,58.5,117.0,24465408.0,1.8866894901735065
1887,50,5000,10000,2.5e-08,3.76782964726e-06,0.0,61186919,True,True,True,True,51.95003255275977,4.6877980119644995,14488.503390171543,82062.0,14486.751245302397,15.460673646955998,132.0,0.02,18.938261838166,264.0,2510848.0,50.83970034403533,39.60802297501533,76.24,5.6837,,18.4872,,15.4403,4307574784.0,45.97936601667365,42.9103429318471,2.0535714285714284,4.0,12476.148769774521,79768.0,12473.43645385364,0.06917631917631932,7.725346791885799,112.0,80.47999999999998,7.844915430728199,,230.0,523198464.0,18.38209527645232,39.15663708912198,35913.25541859959,36555.67208902637,36816.0,5.37589,13.46534,"180,100,80,160,120,60,20,140,40,0",1239.6,15.01206,85.6,171.2,55599104.0,45.371408462732994
1888,50,5000,10000,2.5e-08,3.76782964726e-06,0.01,61186919,True,True,True,True,106.0730573578818,11.957812830011955,15311.909422052784,120884.0,15303.549095798755,47.8935454376885,1618.0,0.14,50.4015609694289,3236.0,2547712.0,71.68143763105886,64.51817116136164,30.36,8.72565,,28.9994,,26.9531,1822425088.0,49.403719214411275,51.72625784766598,2.082938388625593,5.0,12508.242711711227,87149.0,12503.77012191191,0.09999324560119784,14.799495225511599,422.0,82.57000000000002,15.089745808520801,,879.0,523378688.0,22.626661855573,38.21757538146371,37925.215762306136,38596.275173511145,36816.0,6.1173,14.38732,"140,120,40,160,0,80,100,20,180,60",1277.27,16.37932,89.5,179.0,55263232.0,44.11196176198499
1889,50,5000,10000,2.5e-08,3.76782964726e-06,0.1,61186919,True,True,True,True,130.85120920222818,18.710508741266626,41598.58762867917,274780.0,41594.47378625672,79.59964128553689,7212.0,0.58,81.75100924160712,14424.0,2547712.0,82.60709387304074,125.17719541298356,29.98,16.6755,,70.0485,,68.4628,1336860672.0,83.17970373669306,93.93806325535245,2.2380675203725247,7.0,15320.522314644784,210708.0,15317.264877742638,0.2990279744814498,49.91293361217518,5154.0,93.79,50.36641297606228,,11535.0,504070144.0,57.12694089514466,53.03767194254446,56788.45163005129,57410.78334102563,38864.0,9.50774,28.78862,"0,120,60,140,100,20,180,160,40,80",1477.6799999999994,30.31482,152.8,305.6,52621312.0,43.474965833470144
1890,10,5000,10000,2.5e-08,1.5e-08,0.0,1495460253,True,True,True,True,13.622763670953493,3.0,13202.0478671,52048.0,13201.9533171,12.0,9.0,0.0,12.3782,18.0,2068480.0,10.24532718831648,12.156800687931444,0.36,3.5798,,13.958,,13.5798,39923712.0,9.684564251798527,22.56102834535696,5.5,9.0,13192.4869671,52048.0,13192.2033171,24.5,7.0,2.0,2.6100000000000003,7.3782,,11.0,117096448.0,11.926015987562561,15.153677199927454,53576.05329782248,53787.38122669964,34768.0,3.16107,13.2695,"80,120,100,20,40,180,60,160,140,0",183.43,13.71192,32.0,64.0,43712512.0,11.733889376793233
