,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,ancestral_state_error_param,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
528,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,path,13.004986715104819,0.3754101246410376
530,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,KC,11.060377880972492,0.2173270446855874
531,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,RF,9.582894411764709,0.2657461138205585
532,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,RF,8.410377352941175,0.2630349099260505
533,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,SPR,2.5690573529411767,0.08385841419974531
534,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,path,14.20484514974339,0.2901364600600136
535,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,KC,15.252404779524408,0.21903526725408698
536,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,RF,14.11402796347551,0.2520072657443535
538,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,RF,11.88534346239198,0.24665795858694134
539,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,SPR,3.405686389240416,0.05933674464873117
540,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,path,17.826327619035816,0.27252692927573197
542,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,KC,10.152754181843804,0.17348560603684485
543,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,RF,9.829298957543413,0.18285084810686608
545,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,RF,8.976935685662998,0.18299742276296532
546,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,SPR,2.7230099974040187,0.04636909049285692
547,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,path,14.512612701099835,0.21143194309486985
549,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,rooted,KC,9.485199875716711,0.1558867791225434
553,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,SPR,2.302598133835969,0.07901841217648788
554,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,path,15.670898547571726,0.23666139612094872
556,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,KC,9.402533021203539,0.26193777183705313
557,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,RF,8.512829515151513,0.3516633926709046
559,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,RF,7.639942909090909,0.3547300987740762
560,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,SPR,2.34920396969697,0.0990159830157283
561,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,path,12.922706713542246,0.44765139583979224
563,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,KC,11.266401152222755,0.2117759635364737
564,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,RF,9.914665853658537,0.2917974115287439
565,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,RF,8.720173414634147,0.29021927012439713
566,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,SPR,2.642090243902439,0.08309036627370535
567,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,path,14.654219190145959,0.33743523091181876
568,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,KC,14.946840197237474,0.24142029183871197
569,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,RF,13.345046869333002,0.2634964736075767
571,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,RF,11.0667704723152,0.26752116487121463
572,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,SPR,3.2322645973149937,0.06403302761338842
573,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,path,16.717858495170407,0.2847499487553333
575,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,KC,10.306986729197403,0.18384772004760638
576,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,RF,9.892312090715016,0.19259465064693676
578,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,RF,9.000569257909042,0.18911117154418056
579,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,SPR,2.716519573059233,0.047840340142774614
580,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,path,14.528577709521239,0.22205364737279315
582,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,rooted,KC,9.63954325085247,0.16411908398490027
586,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,SPR,2.202625461791332,0.09816137052973317
587,5000,100000,16,1e-08,4.439520008713e-08,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,path,15.693039463444485,0.25140640862586683
589,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,ARGweaver,per site,retained,rooted,KC,5.396660615930905,0.19770097565975914
590,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,ARGweaver,per site,retained,rooted,RF,3.5174958857142857,0.19511716360406056
592,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,ARGweaver,per site,retained,unrooted,RF,3.0185761142857137,0.1994742531581995
593,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,ARGweaver,per site,retained,unrooted,SPR,1.1291259428571425,0.07324308481756608
594,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,ARGweaver,per site,retained,unrooted,path,6.767856301451442,0.3254755061450207
596,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,RentPlus,per site,retained,rooted,KC,8.687440267435868,0.1764320658064538
597,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,RentPlus,per site,retained,rooted,RF,5.18852456521739,0.18814438968135802
598,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,RentPlus,per site,retained,unrooted,RF,3.931403260869565,0.19631173403471178
599,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,RentPlus,per site,retained,unrooted,SPR,1.4088051086956523,0.07555278660883158
600,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,RentPlus,per site,retained,unrooted,path,8.444011717732502,0.27924470940260193
601,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,fastARG,per site,retained,rooted,KC,12.928392269832418,0.2580104619952838
602,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,fastARG,per site,retained,rooted,RF,7.028463616441096,0.1980880196389595
604,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,fastARG,per site,retained,unrooted,RF,4.488792431142427,0.18945235472559172
605,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,fastARG,per site,retained,unrooted,SPR,1.538910794851632,0.06099184775779325
606,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,fastARG,per site,retained,unrooted,path,9.508103659540957,0.2906307478332829
608,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,tsinfer,per site,broken,rooted,KC,5.752228544923506,0.13078561442291953
609,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,tsinfer,per site,broken,rooted,RF,4.4527995326000465,0.14043128785294723
611,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,tsinfer,per site,broken,unrooted,RF,4.081980318355031,0.13858514531042826
612,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,tsinfer,per site,broken,unrooted,SPR,1.4405819123006978,0.04478344250147283
613,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,tsinfer,per site,broken,unrooted,path,8.600994129213795,0.20363410620812578
615,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,tsinfer,per site,retained,rooted,KC,5.718268506712698,0.1262340382543521
619,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,tsinfer,per site,retained,unrooted,SPR,1.2263572042200006,0.055896388405895496
620,5000,100000,16,1e-08,1.3228756555322952e-07,0,0,tsinfer,per site,retained,unrooted,path,9.209441777129543,0.2124200263475396
622,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,ARGweaver,per site,retained,rooted,KC,5.645773502883395,0.2550295697415093
623,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,ARGweaver,per site,retained,rooted,RF,3.496258176470588,0.19407927774053527
625,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,ARGweaver,per site,retained,unrooted,RF,2.9590884705882354,0.18226832608196236
626,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,ARGweaver,per site,retained,unrooted,SPR,1.0937595882352937,0.06141629494323616
627,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,ARGweaver,per site,retained,unrooted,path,6.728074891800479,0.3108879771415192
629,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,RentPlus,per site,retained,rooted,KC,8.751601770112547,0.15110599170655337
630,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,RentPlus,per site,retained,rooted,RF,5.356094827586206,0.25384475889872127
631,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,RentPlus,per site,retained,unrooted,RF,4.10993,0.2645424051655768
632,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,RentPlus,per site,retained,unrooted,SPR,1.4135877586206897,0.10185540742771176
633,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,RentPlus,per site,retained,unrooted,path,8.875390764638693,0.38059649023821374
634,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,fastARG,per site,retained,rooted,KC,12.782984730869465,0.269404076113217
635,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,fastARG,per site,retained,rooted,RF,7.168644556057273,0.23007239206594735
637,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,fastARG,per site,retained,unrooted,RF,4.653765868908432,0.2205675289285288
638,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,fastARG,per site,retained,unrooted,SPR,1.561115008242939,0.064638091345546
639,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,fastARG,per site,retained,unrooted,path,9.546622982199498,0.30665659487522906
641,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,tsinfer,per site,broken,rooted,KC,6.142173734537393,0.13394691625364524
642,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,tsinfer,per site,broken,rooted,RF,4.704939676787958,0.138856030162313
644,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,tsinfer,per site,broken,unrooted,RF,4.274505102716131,0.13682765487984977
645,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,tsinfer,per site,broken,unrooted,SPR,1.5073619207184215,0.04385181735832555
646,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,tsinfer,per site,broken,unrooted,path,8.92360536810376,0.19773086924922198
648,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,tsinfer,per site,retained,rooted,KC,6.091313395075921,0.13332200402328953
652,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,tsinfer,per site,retained,unrooted,SPR,1.3057858217014426,0.06099244586215293
653,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.01,tsinfer,per site,retained,unrooted,path,9.568129854979912,0.21588179445838418
655,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,ARGweaver,per site,retained,rooted,KC,5.266413937877502,0.226728665504398
656,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,ARGweaver,per site,retained,rooted,RF,3.430298333333334,0.16769767616098216
658,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,ARGweaver,per site,retained,unrooted,RF,2.9486755555555555,0.1700403095409674
659,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,ARGweaver,per site,retained,unrooted,SPR,1.0918435277777776,0.05672307827853523
660,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,ARGweaver,per site,retained,unrooted,path,6.69816408919719,0.299440760663189
662,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,RentPlus,per site,retained,rooted,KC,8.988915573001941,0.1798678596000703
663,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,RentPlus,per site,retained,rooted,RF,5.584808285714286,0.23638643488945277
664,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,RentPlus,per site,retained,unrooted,RF,4.3411668571428565,0.2531959918200584
665,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,RentPlus,per site,retained,unrooted,SPR,1.5212472857142858,0.08898189573778499
666,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,RentPlus,per site,retained,unrooted,path,9.241597696259776,0.3449467326408451
667,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,fastARG,per site,retained,rooted,KC,12.477345265850955,0.2311589615419773
668,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,fastARG,per site,retained,rooted,RF,6.8149808764559765,0.19428388588478693
670,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,fastARG,per site,retained,unrooted,RF,4.388473967883943,0.19027369263244504
671,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,fastARG,per site,retained,unrooted,SPR,1.5298266009908035,0.0582263277803278
672,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,fastARG,per site,retained,unrooted,path,9.278706308096144,0.2657432402986349
674,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,tsinfer,per site,broken,rooted,KC,6.427334735748714,0.13298910377953255
675,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,tsinfer,per site,broken,rooted,RF,4.851592292282243,0.1341489024535069
677,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,tsinfer,per site,broken,unrooted,RF,4.35681731346227,0.13354142973929986
678,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,tsinfer,per site,broken,unrooted,SPR,1.5308692019180727,0.04285126988464679
679,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,tsinfer,per site,broken,unrooted,path,9.0593362965965,0.19532377976689808
681,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,tsinfer,per site,retained,rooted,KC,6.347365048003164,0.12844754048617094
685,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,tsinfer,per site,retained,unrooted,SPR,1.2562536619576623,0.05582219916116073
686,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.02,tsinfer,per site,retained,unrooted,path,9.680583842078986,0.2055658319645966
688,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,rooted,KC,6.450263586945251,0.22772169629274108
689,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,rooted,RF,5.1352398125,0.21654336254970621
691,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,RF,4.5773885000000005,0.22218473472587996
692,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,SPR,1.5905073125000002,0.06880101451801815
693,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,ARGweaver,per site,retained,unrooted,path,8.966118144600006,0.2633101425714194
695,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,rooted,KC,9.62392443720978,0.1754665915809324
696,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,rooted,RF,8.234097142857141,0.23700536855783758
697,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,RF,7.227384761904765,0.2423184283124075
698,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,SPR,2.29642869047619,0.0691919821663674
699,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,RentPlus,per site,retained,unrooted,path,12.546925468457005,0.28533742554575464
700,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,rooted,KC,14.966498465864806,0.2551702759601252
701,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,rooted,RF,13.329257046573508,0.26486438705667825
703,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,RF,11.050811094728212,0.25746251729766817
704,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,SPR,3.246134705628113,0.06280525181695726
705,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,fastARG,per site,retained,unrooted,path,16.71545948248086,0.3187250401455008
707,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,rooted,KC,7.95852399371756,0.12867331232917142
708,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,rooted,RF,7.638589771453439,0.15765596263246892
710,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,RF,7.058274736870303,0.1573498178149259
711,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,SPR,2.240272172990017,0.04314450107590404
712,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,path,12.191997665204031,0.19340173644815634
714,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,rooted,KC,7.587630113733959,0.12454347060277793
718,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,unrooted,SPR,1.8410308989262487,0.06825622354598038
719,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,unrooted,path,13.038349757735286,0.2223482512917459
721,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,rooted,KC,6.234057557403109,0.24987018608389483
722,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,rooted,RF,4.886576864864865,0.2465944777570648
724,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,RF,4.298027351351352,0.237324222546114
725,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,SPR,1.5120515675675676,0.07894253195430628
726,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,path,8.49212234912565,0.3356454497687219
728,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,KC,9.907642754132139,0.18581061740545318
729,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,RF,8.194687428571427,0.2628223326355475
730,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,RF,7.101820857142857,0.273758441209289
731,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,SPR,2.213002714285714,0.06905860496445215
732,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,path,12.523942285831325,0.335470225978746
733,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,KC,15.100912984727646,0.3392033144349194
734,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,RF,13.34227211551354,0.2776167214845717
736,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,RF,11.047947672484412,0.2642964350863476
737,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,SPR,3.2102698112411714,0.06374548061339673
738,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,path,16.7799289059787,0.30269799910947637
740,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,KC,8.222863310339148,0.11228408918805177
741,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,RF,7.714147194343354,0.15490052716370012
743,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,RF,7.091774539190916,0.15559895258945597
744,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,SPR,2.2475604050168965,0.04076386303772485
745,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,path,12.316899800442451,0.17435206399468003
747,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,rooted,KC,7.850648553886546,0.10770750725831058
751,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,SPR,1.9772516624116256,0.06303571263185115
752,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,path,13.094669468870656,0.19306660672870363
754,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,KC,6.379204030269011,0.23869500730186696
755,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,RF,4.487731945945946,0.2157499765113581
757,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,RF,3.956247783783784,0.21042574307074594
758,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,SPR,1.4370498108108105,0.08131741439340584
759,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,path,8.152251679527264,0.32333426102684515
761,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,KC,9.90703452517148,0.1400880634272644
762,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,RF,8.258297272727274,0.2544189114143036
763,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,RF,7.195192272727277,0.2616719878675442
764,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,SPR,2.2860430681818182,0.0776204284423937
765,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,path,12.541275181081557,0.302094410468765
766,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,KC,15.432111158402282,0.29622847268683455
767,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,RF,13.44677715164694,0.24991776658750603
769,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,RF,10.992454425757689,0.24654999630341548
770,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,SPR,3.224567499484997,0.0634771817893349
771,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,path,16.688296362923765,0.2817130812404708
773,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,KC,8.53504913657833,0.11985441977552266
774,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,RF,7.845901835572013,0.1573143272821842
776,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,RF,7.154174884258731,0.15599458933968413
777,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,SPR,2.2730716981323607,0.042612140580365165
778,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,path,12.405363703105216,0.17891429370222564
