,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,ancestral_state_error_param,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
1301,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,rooted,KC,5.120150453038356,0.07384458543462763
1302,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,rooted,RF,5.123858210162638,0.11413081866841887
1304,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,RF,4.82319243860385,0.11472980965237753
1305,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,SPR,1.6159245920055607,0.036015319254496234
1306,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,broken,unrooted,path,9.002574608879092,0.16111529629550378
1308,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,rooted,KC,4.850370964225883,0.07434523697513372
1312,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,unrooted,SPR,1.1765862856822713,0.0350900099471156
1313,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0,tsinfer,per site,retained,unrooted,path,9.704360418509195,0.182825181154135
1315,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,rooted,KC,3.124543157270765,0.22556837482428166
1316,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,rooted,RF,1.0459894736842106,0.08923909392867095
1318,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,RF,0.6699372631578948,0.09210522115603188
1319,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,SPR,0.2775704473684211,0.035951203661759364
1320,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,ARGweaver,per site,retained,unrooted,path,1.7729097417428277,0.22534864399260376
1322,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,KC,8.45371409138945,0.1109307253946684
1323,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,rooted,RF,6.291503333333334,0.17065035025898806
1324,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,RF,5.430245714285714,0.18667603348102044
1325,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,SPR,1.7503536904761905,0.056328413365685816
1326,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,RentPlus,per site,retained,unrooted,path,10.278473356976141,0.26313028677359607
1327,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,KC,14.453694191231088,0.1503616402196827
1328,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,rooted,RF,12.806424932782663,0.19329987826920575
1330,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,RF,10.24725771376749,0.19185978571019
1331,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,SPR,3.0412660180419775,0.050198002665469775
1332,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,fastARG,per site,retained,unrooted,path,15.53778132780768,0.22719823013636292
1334,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,KC,5.697072151374009,0.07124023492740875
1335,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,rooted,RF,5.34912121667129,0.10872774905056608
1337,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,RF,4.944130652651854,0.11063203396448698
1338,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,SPR,1.6508636125940317,0.034534688553217376
1339,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,broken,unrooted,path,9.239495691270616,0.15051076306464886
1341,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,rooted,KC,5.469624577177249,0.07201411328086069
1345,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,SPR,1.2053744101549853,0.029685867915107578
1346,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.01,tsinfer,per site,retained,unrooted,path,9.950221698020671,0.17185767081183287
1348,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,KC,2.3644262387059696,0.2092508173870841
1349,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,rooted,RF,0.7731024000000001,0.0836694155684042
1351,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,RF,0.5121262285714285,0.07492303276564441
1352,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,SPR,0.20057191428571428,0.027474362393206313
1353,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,ARGweaver,per site,retained,unrooted,path,1.3980684916162873,0.19833290222714864
1355,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,KC,8.304768096697732,0.09931215319815795
1356,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,rooted,RF,6.2878902777777785,0.1764477511964927
1357,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,RF,5.36379388888889,0.2013582665743373
1358,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,SPR,1.7575673611111113,0.061051612090985606
1359,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,RentPlus,per site,retained,unrooted,path,10.046889164314928,0.27097422957407874
1360,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,KC,14.344008948235729,0.17119118451113277
1361,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,rooted,RF,12.303167530913932,0.19881107394324266
1363,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,RF,9.80228234857055,0.20383087946841394
1364,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,SPR,2.945756843265233,0.04935258826944073
1365,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,fastARG,per site,retained,unrooted,path,15.190203769860828,0.2604113075355864
1367,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,KC,6.093005863922576,0.07230052474940916
1368,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,rooted,RF,5.5371147532818625,0.10993458178046996
1370,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,RF,5.056954314210222,0.11284683632533574
1371,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,SPR,1.6914232667967917,0.034541093846970676
1372,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,broken,unrooted,path,9.404816610272018,0.15397982502172364
1374,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,rooted,KC,5.8651386370889815,0.07358194949140233
1378,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,SPR,1.2395200320149966,0.0326317187105876
1379,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.02,tsinfer,per site,retained,unrooted,path,10.17473690200491,0.17938369316962985
