Unnamed: 0,Unnamed: 0.1,replicate,sample_size,Ne,length,recombination_rate,mutation_rate,error_param,edges,n_trees,n_sites,seed,ts_filesize,vcf_filesize,vcfgz_filesize,tsinfer_completed,tsinfer_cputime,tsinfer_var_polytomy,tsinfer_edges,tsinfer_memory,tsinfer_max_polytomy,tsinfer_mean_polytomy,tsinfer_ts_filesize,internal_nodes,internal_nodes_with_mutations
955,955,8,35000,5000,50000000,1e-08,1e-08,0,462950,103496,110074,1163285610,22371868,7708512143,218846464,True,49648.85,1522.3811103522446,382616.0,5143728128.0,10280.0,5.4703191124328026,19731476.0,105425,36512
956,956,8,35000,5000,50000000,2e-08,1e-08,0,860349,207682,110358,686037089,36691404,7728400445,218585557,True,56229.84,2711.659695482016,562701.0,5169549312.0,15112.0,6.635625,25862108.0,171757,48756
957,957,8,40000,5000,50000000,5e-09,1e-08,0,282557,53320,113351,1456397559,16174044,9071531334,255717395,True,55625.55,807.6077903139667,273653.0,5688131584.0,6791.0,4.74408404555935,16281484.0,77518,28817
958,958,8,40000,5000,50000000,1e-08,1e-08,0,483847,106382,112952,1173840401,23439060,9039599032,257748239,True,55910.35000000001,1524.7426940345251,397659.0,5847158784.0,10466.0,5.493741710875332,20586532.0,112472,37767
959,959,8,40000,5000,50000000,2e-08,1e-08,0,871827,208073,110652,2145637176,37343924,8855533416,249127027,True,58672.52,2695.77641225578,569584.0,5730045952.0,15138.0,6.653474599039797,26313484.0,178176,49159
960,960,8,45000,5000,50000000,5e-09,1e-08,0,292743,53340,112525,1950193272,16711924,10130702869,284036097,True,56072.12,749.1779029250991,279298.0,6187438080.0,6575.0,4.785367943116594,16645444.0,82656,29438
961,961,8,45000,5000,50000000,1e-08,1e-08,0,492807,105931,112757,547346511,23965652,10151589418,278085287,True,60611.64,1467.057802026921,403180.0,6378577920.0,10327.0,5.501910480349345,20976900.0,117775,38500
962,962,8,45000,5000,50000000,2e-08,1e-08,0,896578,211855,113027,960988983,38520604,10175896779,282543824,True,69734.53,2655.3377414775173,583914.0,6457905152.0,15244.0,6.623268792323136,27128340.0,185443,50381
963,963,8,50000,5000,5000000,5e-09,1e-08,0,119970,5238,11183,1620161447,6767964,1118849559,30368905,True,2028.76,294.04414161253874,73434.0,645558272.0,644.0,9.766458305625749,4983804.0,54147,4611
964,964,8,50000,5000,10000000,5e-09,1e-08,0,140475,10646,22977,2139788763,7971268,2298579983,63432183,True,5289.95,171.77713481723302,96700.0,1169895424.0,1249.0,6.804109203490008,6360716.0,58270,8206
965,965,8,50000,5000,15000000,5e-09,1e-08,0,160990,16003,34033,1488455214,9143092,3404500975,91137819,True,10039.67,197.34042654884,118303.0,1721004032.0,1805.0,5.943381060035168,7630908.0,62238,11321
966,966,8,50000,5000,20000000,5e-09,1e-08,0,181774,21534,45321,568871577,10329140,4533628594,128390008,True,14538.66,299.52462018737106,142293.0,2342379520.0,2685.0,5.485043558707887,8994988.0,66072,14313
967,967,8,50000,5000,25000000,5e-09,1e-08,0,201847,26774,57489,1913323417,11523540,5750780952,158857881,True,21456.71,351.6417739661467,164522.0,3021058048.0,3244.0,5.2410563537319605,10323804.0,69808,17181
968,968,8,50000,5000,30000000,5e-09,1e-08,0,221711,32031,68769,1344080005,12674020,6879107939,188926163,True,28509.9,422.3106568041401,188201.0,3708825600.0,3885.0,5.097397145256087,11665468.0,73399,19695
969,969,8,50000,5000,35000000,5e-09,1e-08,0,243916,37759,79846,667225035,13901964,7987128802,208942738,True,38101.73,469.1734555734298,214146.0,4436287488.0,4435.0,4.982572884431932,13084156.0,77419,22659
970,970,8,50000,5000,40000000,5e-09,1e-08,0,261784,42522,90649,864723301,14962548,9067742521,244689128,True,44242.4,564.1144451169365,235489.0,5121466368.0,5143.0,4.926960415097498,14314876.0,80681,24813
971,971,8,50000,5000,45000000,5e-09,1e-08,0,286712,49265,104502,543375985,16396348,10453443879,289217672,True,55368.10000000001,696.0316813093373,264389.0,6060965888.0,6114.0,4.854648280420852,15953756.0,85252,27759
972,972,8,50000,5000,50000000,5e-09,1e-08,0,304613,53788,114627,1606027054,17427052,11466238044,312574235,True,62006.24,745.6248113064923,286796.0,6813794304.0,6619.0,4.822208023674211,17196068.0,88298,30148
973,973,8,50000,5000,55000000,5e-09,1e-08,0,324923,59135,125761,1363551640,18580740,12579961179,347825531,True,76674.65000000001,827.8045069603846,310835.0,7625580544.0,7293.0,4.785831960461285,18542108.0,91659,32526
974,974,8,50000,5000,60000000,5e-09,1e-08,0,345743,64574,136517,1812292482,19743076,13655872285,368046978,True,87738.0,894.8041010930806,335400.0,8444674048.0,7870.0,4.798008697642481,19877316.0,95300,34809
975,975,8,50000,5000,65000000,5e-09,1e-08,0,364399,69575,148624,1145932157,20880724,14866924033,410702131,True,95045.98,980.9336672548023,358095.0,9369165824.0,8569.0,4.743608424956948,21221908.0,98658,37391
976,976,8,50000,5000,70000000,5e-09,1e-08,0,385347,74976,160670,1427936289,22104220,16071872580,439356243,True,107601.56,1073.8186919560096,385517.0,10257027072.0,9290.0,4.7599392532595814,22713308.0,102633,39781
977,977,8,50000,5000,75000000,5e-09,1e-08,0,404751,80269,170669,171527888,23186132,17072063045,473065242,True,122148.79,1186.6463092535985,405551.0,11064578048.0,10033.0,4.748229150811956,23860420.0,106009,41702
978,978,8,50000,5000,80000000,5e-09,1e-08,0,424535,85447,180777,462359660,24285652,18083155149,494629142,True,138620.02000000002,1217.4655333274866,430003.0,11891748864.0,10464.0,4.749210311236774,25170348.0,109439,43817
979,979,8,50000,5000,85000000,5e-09,1e-08,0,445212,90893,194734,990783458,25562908,19479261053,541644675,True,141994.59,1407.5388845008933,456908.0,12958470144.0,11617.0,4.738873850047192,26730572.0,112991,46306
980,980,8,50000,5000,90000000,5e-09,1e-08,0,466941,96457,205794,1198728008,26767100,20585581464,564066351,True,169764.7,1438.9920929087873,483712.0,13935185920.0,12088.0,4.737212194811427,28167316.0,116681,48769
981,981,8,50000,5000,95000000,5e-09,1e-08,0,489573,102467,217607,1846105905,28032572,21767224599,601805787,True,188377.01,1505.0453150749318,510319.0,15008698368.0,12713.0,4.727408313184929,29631420.0,120530,51181
982,982,8,50000,5000,100000000,5e-09,1e-08,0,508755,107471,228994,1218711295,29161484,22906254697,623275583,True,199972.33,1536.0622446541126,536750.0,15982723072.0,13151.0,4.742780899869227,31058036.0,123962,53338
983,983,8,50000,5000,5000000,1e-08,1e-08,0,140593,10678,11574,112230058,7542636,1157960621,32910798,True,2021.89,273.7801178291277,90079.0,654954496.0,1003.0,9.230351470437547,5585868.0,58308,5293
984,984,8,50000,5000,10000000,1e-08,1e-08,0,180908,21220,22447,330069301,9427068,2245565141,61382833,True,5297.55,276.04004654334665,122768.0,1206374400.0,1949.0,7.0657841726618695,7249596.0,65858,9568
985,985,8,50000,5000,15000000,1e-08,1e-08,0,223585,32481,34123,732153087,11425692,3413503392,92410923,True,10430.69,358.07633487285966,157656.0,1835036672.0,2875.0,6.252468768590125,9021220.0,73743,13740
986,986,8,50000,5000,20000000,1e-08,1e-08,0,262494,42703,45465,902305202,13268516,4548032582,124012119,True,16709.22,501.36900446610036,191909.0,2481975296.0,3921.0,5.984439316452536,10735484.0,80691,17555
987,987,8,50000,5000,25000000,1e-08,1e-08,0,303443,53458,56718,1559003036,15185708,5673658395,158359648,True,22384.71,670.0327539347662,228151.0,3163090944.0,5072.0,5.783735138286816,12522444.0,88158,21262
988,988,8,50000,5000,30000000,1e-08,1e-08,0,344224,64090,68019,617180540,17087964,6804086886,185400978,True,29618.07,808.0205562732622,263804.0,3887030272.0,6068.0,5.6813903904550624,14283028.0,95151,25073
989,989,8,50000,5000,35000000,1e-08,1e-08,0,385656,74974,79627,198882334,19033020,7965223320,215911384,True,37496.58,948.7456637103102,302276.0,4626743296.0,7087.0,5.624576681180455,16153860.0,102573,28649
990,990,8,50000,5000,40000000,1e-08,1e-08,0,426671,85860,90613,373744608,20934020,9064141375,246191476,True,47505.48,1128.506873411607,335952.0,5354135552.0,8184.0,5.5923959182994025,17822884.0,109700,31882
991,991,8,50000,5000,45000000,1e-08,1e-08,0,470529,97381,102491,2072141104,22976188,10252285919,280909668,True,56836.44,1359.1009464785686,376674.0,6220402688.0,9561.0,5.549116087212728,19788468.0,117506,35749
992,992,8,50000,5000,50000000,1e-08,1e-08,0,508503,107439,113960,1723137594,24776196,11399518609,314646664,True,66044.88,1416.0656451214375,411924.0,7038951424.0,10238.0,5.517627518216888,21537844.0,123715,39218
993,993,8,50000,5000,55000000,1e-08,1e-08,0,549197,118082,126200,1423155533,26712500,12623874154,349422817,True,84825.19,1600.6388637945074,450685.0,7941783552.0,11404.0,5.5061636388071005,23440500.0,130756,42787
994,994,8,50000,5000,60000000,1e-08,1e-08,0,588040,128260,136271,78086869,28499900,13631265714,369380036,True,88742.0,1658.6134730340266,486126.0,8731475968.0,12060.0,5.504829632313808,25132428.0,137495,46213
995,995,8,50000,5000,65000000,1e-08,1e-08,0,624545,137922,146708,370901395,30216100,14675268495,410224219,True,96940.09,1857.6395983685352,516710.0,9417064448.0,13174.0,5.495979407760379,26665564.0,143804,48788
996,996,8,50000,5000,70000000,1e-08,1e-08,0,675195,151155,160346,1044212542,32555260,16039463446,440641437,True,116407.41,2116.2303138922593,564222.0,10532904960.0,14678.0,5.512133645955451,28931732.0,152142,52836
997,997,8,50000,5000,75000000,1e-08,1e-08,0,716054,161850,170647,1335630147,34416572,17069862803,459815491,True,131575.28,2090.496198187124,600924.0,11344711680.0,15053.0,5.5142277728328,30677036.0,158909,56405
998,998,8,50000,5000,80000000,1e-08,1e-08,0,759242,173210,182384,480027836,36418996,18243903302,500290864,True,138541.62,2413.106352362209,639337.0,12336619520.0,16701.0,5.50592500732014,32547124.0,166176,59541
999,999,8,50000,5000,85000000,1e-08,1e-08,0,794214,182366,194526,477717315,38142764,19458454948,532765361,True,161800.66,2517.271284303483,675636.0,13287133184.0,17549.0,5.498071383233239,34356796.0,172145,62678
1000,1000,8,50000,5000,90000000,1e-08,1e-08,0,837370,193742,206207,1283117937,40146524,20626893747,561489156,True,181255.11,2684.7332837185554,713716.0,14207705088.0,18617.0,5.505835885488587,36204428.0,179599,66030
1001,1001,8,50000,5000,95000000,1e-08,1e-08,0,871111,202665,215265,1836361236,41708532,21532955908,592799791,True,186931.36,2887.66311227528,742288.0,14940123136.0,19690.0,5.5074863850183275,37604636.0,185352,69006
1002,1002,8,50000,5000,100000000,1e-08,1e-08,0,912917,213710,227970,1436785000,43696380,22803825386,628730840,True,200107.26,2907.006841688148,784808.0,16066179072.0,20321.0,5.503639602238461,39661156.0,192321,72224
1003,1003,8,50000,5000,5000000,2e-08,1e-08,0,182185,21598,11604,46787312,9062164,1160961421,32830725,True,2072.37,376.13543136123184,115582.0,687845376.0,1667.0,9.32488906817265,6466412.0,66118,6301
1004,1004,8,50000,5000,10000000,2e-08,1e-08,0,262069,42550,22533,785688707,12378676,2254167547,63317313,True,6162.94,530.1129008727812,166168.0,1266216960.0,3177.0,7.6933191351451455,8743220.0,80490,11530
1005,1005,8,50000,5000,15000000,2e-08,1e-08,0,341394,63364,33536,253051293,15676340,3354786981,92439292,True,11530.55,684.6794595526605,214204.0,1886052352.0,4395.0,7.145134927782781,10921604.0,94705,16553
1006,1006,8,50000,5000,20000000,2e-08,1e-08,0,428295,86145,45312,1240550351,19267524,4532728455,124803049,True,17747.93,975.8172467417284,272198.0,2580660224.0,6082.0,6.9537604741467405,13468404.0,109824,21943
1007,1007,8,50000,5000,25000000,2e-08,1e-08,0,508342,107207,56956,1696584053,22606276,5697465479,157580157,True,25121.56,1255.4785150739792,323579.0,3277119488.0,7657.0,6.791030053727334,15782476.0,123773,27015
1008,1008,8,50000,5000,30000000,2e-08,1e-08,0,589142,128458,68239,1918138881,25953068,6826092746,188337557,True,33140.11,1479.1910479751941,377369.0,4003348480.0,9050.0,6.707470539094577,18161788.0,137625,32010
1009,1009,8,50000,5000,35000000,2e-08,1e-08,0,671598,150184,79950,1324084371,29374140,7997532722,223428963,True,40938.42,1832.281295225631,432425.0,4782821376.0,10827.0,6.6781721027921925,20595804.0,151686,36771
1010,1010,8,50000,5000,40000000,2e-08,1e-08,0,754482,171681,90847,1553086919,32780252,9087548324,247095329,True,50595.92,2111.3586202565984,488340.0,5494448128.0,12337.0,6.705572185757834,23014716.0,165842,41520
1011,1011,8,50000,5000,45000000,2e-08,1e-08,0,838777,194019,102905,65376665,36273156,10293698109,285470222,True,63150.84,2352.462689231409,544579.0,6325276672.0,13787.0,6.680885257566277,25505212.0,179893,46616
1012,1012,8,50000,5000,50000000,2e-08,1e-08,0,917006,214310,113691,250207473,39488012,11372610616,314021232,True,70536.52,2722.6754523743602,596704.0,7109173248.0,15569.0,6.65429565527701,27800436.0,192463,51239
1013,1013,8,50000,5000,55000000,2e-08,1e-08,0,993640,234700,124415,445297984,42664812,12445322009,344324775,True,85798.81999999999,2921.097290227283,647147.0,7851163648.0,16767.0,6.678503611971103,30017052.0,205672,55698
1014,1014,8,50000,5000,60000000,2e-08,1e-08,0,1077782,256633,136669,1513507777,46162452,13671077397,377206242,True,95820.1,3158.63269588296,705698.0,8741302272.0,18229.0,6.667340614489246,32595492.0,219815,60497
1015,1015,8,50000,5000,65000000,2e-08,1e-08,0,1160317,278502,147035,745426216,49509084,14707978173,411408732,True,114698.71,3532.3879336257946,760150.0,9519284224.0,19983.0,6.6872817165328,34940452.0,232798,64860
1016,1016,8,50000,5000,70000000,2e-08,1e-08,0,1238492,299030,159985,447383360,52840740,16003352870,438929646,True,125646.38,3710.160702586451,816641.0,10502901760.0,21277.0,6.658521272605711,37481580.0,246880,70203
1017,1017,8,50000,5000,75000000,2e-08,1e-08,0,1323983,321342,170336,1664928534,56286676,17038753770,468977851,True,140749.25,4171.681103410262,874643.0,11304927232.0,23306.0,6.686770844482501,39947412.0,260083,74829
1018,1018,8,50000,5000,80000000,2e-08,1e-08,0,1407651,343287,182991,518640637,59770396,18304620632,503843092,True,162006.59,4377.556099617881,931579.0,12299550720.0,24672.0,6.671147139491417,42487756.0,273644,79646
1019,1019,8,50000,5000,85000000,2e-08,1e-08,0,1489384,364752,193147,1163110832,63099036,19320515023,530232670,True,180747.55,4580.944302838037,984039.0,13004734464.0,25860.0,6.712820023057351,44739476.0,287280,83714
1020,1020,8,50000,5000,90000000,2e-08,1e-08,0,1576880,387506,205461,961250115,66709604,20552272115,568660838,True,185555.33,4924.406213545362,1045144.0,13992583168.0,27640.0,6.7111704723499335,47406756.0,301562,89065
1021,1021,8,50000,5000,95000000,2e-08,1e-08,0,1642329,404732,214976,857228012,69421380,21504047970,589204934,True,202793.27,5099.387311827453,1091050.0,14792441856.0,28748.0,6.70734331294378,49422740.0,312221,93011
1022,1022,8,50000,5000,100000000,2e-08,1e-08,0,1736200,429508,229391,283600213,73340748,22945965646,633023103,True,236196.92,5617.6811430597645,1157349.0,15997276160.0,31107.0,6.696691431745591,52364732.0,327544,98912
1023,1023,8,55000,5000,50000000,5e-09,1e-08,0,314324,53690,113962,1333561495,17951276,12539364261,339411990,True,68548.66,758.5133735788659,291023.0,7205289984.0,6691.0,4.866686733891871,17512564.0,93246,30414
1024,1024,8,55000,5000,50000000,1e-08,1e-08,0,520939,107890,115935,1266751238,25503372,12756450286,347983669,True,74404.95,1363.491350679115,421177.0,7717240832.0,10164.0,5.508533985534731,22156236.0,129306,40079
1025,1025,8,55000,5000,50000000,2e-08,1e-08,0,934159,216394,115431,1088079469,40375916,12700995920,345579024,True,87471.04999999999,2659.653297295274,606241.0,7761387520.0,15502.0,6.658038087288863,28408396.0,198833,51978
1026,1026,8,60000,5000,50000000,5e-09,1e-08,0,327265,54429,115799,1551156403,18693724,13899501770,373931115,True,72377.8,730.869684619091,300079.0,7878381568.0,6643.0,4.900449089572956,18110284.0,99018,31389
1027,1027,8,60000,5000,50000000,1e-08,1e-08,0,533928,108531,114772,692667457,26134052,13776232282,371911130,True,80054.93000000001,1322.0164329113807,427674.0,8188276736.0,10009.0,5.587953224015156,22519436.0,135107,40583
1028,1028,8,60000,5000,50000000,2e-08,1e-08,0,951719,218267,117066,1942147022,41297484,14051577507,381362709,True,90835.39,2656.842110116445,620298.0,8493555712.0,15672.0,6.657700976709241,29174404.0,206229,53139
1029,1029,8,65000,5000,50000000,5e-09,1e-08,0,338074,54571,116239,1524869827,19300524,15114730081,401298082,True,80807.93000000001,718.3749117220764,306301.0,8408100864.0,6622.0,4.94336851618734,18544428.0,104193,31770
1030,1030,8,65000,5000,50000000,1e-08,1e-08,0,548345,109852,117118,1951302956,26949756,15229024812,409420805,True,90271.35,1379.4862071504751,437445.0,8878387200.0,10342.0,5.587495210116233,23168076.0,141157,41292
1031,1031,8,65000,5000,50000000,2e-08,1e-08,0,967493,219584,117233,253450155,42066084,15243977658,406451113,True,100325.54,2509.960864984295,631174.0,9065971712.0,15318.0,6.694391413177209,29755852.0,211958,53592
1032,1032,8,70000,5000,50000000,5e-09,1e-08,0,352093,55578,116428,1904148195,20014452,16303610119,426980044,True,88255.96,664.2353595600022,313331.0,8978051072.0,6402.0,4.990459656611346,18996732.0,109948,32758
1033,1033,8,70000,5000,50000000,1e-08,1e-08,0,559035,110069,118282,1354077643,27584236,16563222473,444729778,True,100516.69,1352.0179550061034,442946.0,9557274624.0,10282.0,5.6068404197415225,23607732.0,146497,41921
1034,1034,8,70000,5000,50000000,2e-08,1e-08,0,977763,219614,117053,483991403,42653268,16391127720,437685260,True,107556.54,2447.397241299705,637013.0,9719427072.0,15172.0,6.711475651642539,30150628.0,218016,53881
1035,1035,8,75000,5000,50000000,5e-09,1e-08,0,363998,56206,119209,852373164,20753540,17885144255,476920002,True,97363.17,758.8258099354878,321284.0,9638096896.0,6906.0,5.030437777916954,19588428.0,115467,33176
1036,1036,8,75000,5000,50000000,1e-08,1e-08,0,575719,111670,118523,2119733424,28394988,17782224801,474029647,True,99561.44,1416.503895432014,455345.0,10154283008.0,10634.0,5.646429324305892,24253556.0,152652,42381
1037,1037,8,75000,5000,50000000,2e-08,1e-08,0,998858,222540,118398,213505714,43675980,17763471288,471257690,True,109709.51,2488.481602460682,651212.0,10403532800.0,15433.0,6.742860692911428,30898716.0,225373,54748
1038,1038,8,80000,5000,50000000,5e-09,1e-08,0,373337,55885,118449,535532325,21261556,18955637872,487686430,True,99340.21,672.3067249896761,326521.0,10097389568.0,6518.0,5.066818739040703,19939436.0,120385,33781
1039,1039,8,80000,5000,50000000,1e-08,1e-08,0,589402,112705,119457,1288738927,29126996,19116946741,507878740,True,110953.84,1361.8603489238542,463762.0,10762797056.0,10501.0,5.6658603332844635,24789260.0,158430,42945
1040,1040,8,80000,5000,50000000,2e-08,1e-08,0,1007032,221972,117841,2082781896,44147188,18858339773,495639871,True,121155.78,2393.7143888328987,652940.0,10816872448.0,15121.0,6.768953255719929,31128940.0,229990,54772
1041,1041,8,85000,5000,50000000,5e-09,1e-08,0,384607,56320,119265,869329801,21899396,20278897166,527453379,True,108232.69,679.3898367049447,333411.0,10718384128.0,6599.0,5.097403987279844,20415708.0,125643,34252
1042,1042,8,85000,5000,50000000,1e-08,1e-08,0,597247,112080,118200,1024144403,29570036,20097815351,521646877,True,114012.5,1314.4153520971188,464124.0,11139928064.0,10256.0,5.7296429805935505,24930196.0,163420,42916
1043,1043,8,85000,5000,50000000,2e-08,1e-08,0,1028440,224823,118834,1430842195,45164172,20205613769,528363478,True,127554.69,2434.3138075723546,668210.0,11543400448.0,15382.0,6.806453912990332,31898388.0,237248,55289
1044,1044,8,90000,5000,50000000,5e-09,1e-08,0,397500,57024,120809,291738630,22624564,21749535079,571898531,True,117439.05,701.1110611508426,341334.0,11401900032.0,6754.0,5.140185227016039,20954924.0,131224,34690
1045,1045,8,90000,5000,50000000,1e-08,1e-08,0,612672,113411,119257,2032320367,30360820,21470131081,560177503,True,120270.32,1356.0160571049644,475938.0,11894075392.0,10525.0,5.7561075903439605,25590860.0,169129,43789
1046,1046,8,90000,5000,50000000,2e-08,1e-08,0,1042226,225812,120280,514482217,45926084,21654300832,566488248,True,131441.87,2496.6847664232664,679453.0,12299714560.0,15716.0,6.799493630350156,32558100.0,243324,56256
1047,1047,8,95000,5000,50000000,5e-09,1e-08,0,405236,56457,120342,1084044453,23089564,22868907338,594936569,True,120025.02,662.9471310946738,343415.0,11802902528.0,6550.0,5.186362606660122,21198284.0,136024,34985
1048,1048,8,95000,5000,50000000,1e-08,1e-08,0,625639,114131,120588,922056452,31089556,22915654347,590165603,True,124177.02,1301.0035294604304,484578.0,12527943680.0,10378.0,5.777796325221478,26149020.0,175096,44543
1049,1049,8,95000,5000,50000000,2e-08,1e-08,0,1058661,227480,120419,1567256382,46725948,22883539771,591557988,True,138237.56000000006,2567.1539211256313,689161.0,12988104704.0,16018.0,6.827905640375298,33098468.0,249517,56708
1050,1050,8,100000,5000,50000000,5e-09,1e-08,0,418055,57122,120405,313206807,23759412,24084953888,614435728,True,124485.21,662.83675662473,351084.0,12357402624.0,6588.0,5.235371309275276,21666468.0,141742,35469
1051,1051,8,100000,5000,50000000,1e-08,1e-08,0,631720,113159,120205,1019173496,31498052,24044948016,621462753,True,135004.75,1249.2405199574791,486420.0,13098455040.0,10148.0,5.8182122651101045,26386260.0,179616,44355
1052,1052,8,100000,5000,50000000,2e-08,1e-08,0,1071080,227811,120441,1009574161,47378340,24092155615,614771479,True,150779.02,2467.74288469678,697675.0,13521203200.0,15742.0,6.874796763990028,33585004.0,255107,57076
1053,1053,9,5000,5000,50000000,5e-09,1e-08,0,168985,42443,92312,2057808964,9834836,925797926,32237237,True,6841.83,1052.4743313512686,191014.0,1337688064.0,6489.0,4.741684043292622,10977876.0,33125,17197
1054,1054,9,5000,5000,50000000,1e-08,1e-08,0,322708,83359,90337,48800035,15286692,905991301,31091779,True,6969.01,1830.9928165348824,279813.0,1221767168.0,9680.0,5.438859408711879,14008396.0,58449,24960
1055,1055,9,5000,5000,50000000,2e-08,1e-08,0,644514,169078,91249,435796090,26876996,915137217,31856169,True,7024.84,3341.372450682916,412404.0,1086722048.0,14530.0,6.497825675931177,18576268.0,110860,35938
1056,1056,9,10000,5000,50000000,5e-09,1e-08,0,189560,44983,96165,886824116,10936756,1926111969,62451245,True,12963.83,942.7773290038929,208377.0,2020982784.0,6439.0,4.7018592896791365,11984452.0,40505,20126
1057,1057,9,10000,5000,50000000,1e-08,1e-08,0,360997,90529,97456,555532257,17159044,1951968707,62316610,True,13497.080000000002,1708.5995637450005,310518.0,1856946176.0,9817.0,5.472454266680765,15602756.0,69140,28409
1058,1058,9,10000,5000,50000000,2e-08,1e-08,0,705792,181795,97903,1937343231,29569532,1960921506,63077859,True,15239.41,3142.416433785236,458263.0,1841455104.0,14773.0,6.5651843786710975,20661932.0,125810,40028
1059,1059,9,15000,5000,50000000,5e-09,1e-08,0,208961,47409,102969,2118572824,12101428,3092099915,95543627,True,20122.32,930.6670263186992,225385.0,2588368896.0,6670.0,4.67729885653807,13093740.0,47391,22276
1060,1060,9,15000,5000,50000000,1e-08,1e-08,0,390318,95462,102283,879084346,18615420,3071499887,95463235,True,21632.66,1778.2357624154513,333457.0,2548645888.0,10399.0,5.451672497792892,16836084.0,78085,31033
1061,1061,9,15000,5000,50000000,2e-08,1e-08,0,749622,190243,101434,563411999,31505404,3046005833,93568096,True,22955.79,3040.075605994295,487451.0,2454208512.0,14937.0,6.605385115724429,22033060.0,137440,42615
1062,1062,9,20000,5000,50000000,5e-09,1e-08,0,224388,48769,103827,1909280774,12899692,4156157787,127544206,True,25988.45,892.9813672389309,234369.0,3172302848.0,6655.0,4.686817581890173,13659188.0,53725,23752
1063,1063,9,20000,5000,50000000,1e-08,1e-08,0,414814,99006,106269,968712507,19861764,4253906878,130209166,True,28335.48,1599.0345146860852,352270.0,3256176640.0,10151.0,5.430817852462806,17886308.0,86044,33089
1064,1064,9,20000,5000,50000000,2e-08,1e-08,0,779711,195254,104885,617462275,32938932,4198507391,128776277,True,31177.21,2880.730916019173,509129.0,3138711552.0,14871.0,6.593056382896067,23147012.0,146587,44470
1065,1065,9,25000,5000,50000000,5e-09,1e-08,0,240168,50198,106768,1142136032,13781028,5341587096,159565131,True,33065.97,842.9302565366701,245127.0,3808706560.0,6595.0,4.707643556750528,14370612.0,59751,25069
1066,1066,9,25000,5000,50000000,1e-08,1e-08,0,430689,100308,106896,1094455683,20666756,5347990752,157332559,True,36232.0,1525.2301625058944,361547.0,3908435968.0,10015.0,5.458713934141589,18441092.0,92425,34126
1067,1067,9,25000,5000,50000000,2e-08,1e-08,0,812507,201016,106424,1842918483,34388564,5324376875,157193960,True,37403.96,2857.656803584179,526004.0,3804291072.0,15017.0,6.624151523165464,24000996.0,155824,45961
1068,1068,9,30000,5000,50000000,5e-09,1e-08,0,253953,51143,109548,2052620005,14592788,6576171494,191450991,True,40633.03,825.3419032449427,255191.0,4488400896.0,6656.0,4.7100590623846434,15054508.0,65792,26467
1069,1069,9,30000,5000,50000000,1e-08,1e-08,0,445634,101688,109262,208641283,21505948,6559004047,190150323,True,44541.14,1512.411654601461,371930.0,4590915584.0,10134.0,5.438686280817711,19119644.0,98719,35733
1070,1070,9,30000,5000,50000000,2e-08,1e-08,0,834559,203928,108646,1964030625,35497292,6522025633,191501985,True,44095.95,2911.031686081231,542239.0,4508930048.0,15422.0,6.596019803666356,24876620.0,164100,47280
1071,1071,9,35000,5000,50000000,5e-09,1e-08,0,268069,52098,110912,1761169824,15354324,7767196352,222182386,True,46661.32,822.0532329820413,264684.0,5045202944.0,6749.0,4.730385673946456,15655396.0,71542,27573
1072,1072,9,35000,5000,50000000,1e-08,1e-08,0,465573,104218,111483,1936587610,22518140,7807182963,220261879,True,48873.79,1512.3707621652834,384735.0,5216845824.0,10279.0,5.466228120027279,19866212.0,105791,36622
1073,1073,9,35000,5000,50000000,2e-08,1e-08,0,861905,208250,111308,1874649587,36782868,7794927813,223161085,True,54539.3,2854.281597258972,562294.0,5204684800.0,15537.0,6.605431947936001,25894892.0,171989,48939
1074,1074,9,40000,5000,50000000,5e-09,1e-08,0,281188,52992,112185,1458887948,16083764,8978217438,251480273,True,54296.87,733.4356682742401,272407.0,5613850624.0,6432.0,4.773459267177178,16180204.0,77428,28654
1075,1075,9,40000,5000,50000000,1e-08,1e-08,0,475826,104198,110868,1815729937,23066804,8872819708,248381997,True,53883.51,1423.095197016655,389091.0,5715910656.0,10027.0,5.462689710362643,20201244.0,110956,37262
1076,1076,9,40000,5000,50000000,2e-08,1e-08,0,880550,210429,112062,2976041,37691836,8968374084,252047892,True,58946.93,2716.4217974042913,575344.0,5837373440.0,15300.0,6.630449563804411,26582188.0,178810,49649
1077,1077,9,45000,5000,50000000,5e-09,1e-08,0,294116,53696,114002,2023632998,16817628,10263675397,285305195,True,60545.28,773.2527700934284,281210.0,6229340160.0,6694.0,4.798232293070794,16771524.0,82891,29406
1078,1078,9,45000,5000,50000000,1e-08,1e-08,0,493049,105966,112718,1566190090,23962380,10148077952,282378375,True,58467.18,1502.0894419940967,401056.0,6379208704.0,10416.0,5.508632648856533,20895980.0,117378,38320
1079,1079,9,45000,5000,50000000,2e-08,1e-08,0,898045,212202,112893,604450306,38571556,10163832940,284094880,True,68146.98000000001,2661.7050965759777,584906.0,6451761152.0,15241.0,6.6529340173117815,27148868.0,185822,50603
1080,1080,9,50000,5000,5000000,5e-09,1e-08,0,120605,5444,11678,441341014,6811148,1168363311,33737666,True,1978.24,282.65329389747075,73488.0,664551424.0,629.0,9.66057578546076,5007452.0,54315,4582
