,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
189,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,rooted,KC,15.706084287886615,0.10288715344415819
193,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,SPR,3.5074152092185003,0.1258257507117147
194,5000,1000000,16,1e-08,2.714417616594907e-09,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,path,23.454945761598587,0.18019899096720707
196,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,retained,rooted,KC,12.296515270334107,0.11892651681312662
197,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,retained,rooted,RF,11.483665162500003,0.20583003857386117
199,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,retained,unrooted,RF,10.240720029166667,0.20224375203126058
200,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,retained,unrooted,SPR,2.9362655249999996,0.05062886702376017
201,5000,1000000,16,1e-08,1e-08,0,ARGweaver,per site,retained,unrooted,path,16.280777120345466,0.18597577300268656
203,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,retained,rooted,KC,13.138965464429424,0.07600728493134624
204,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,retained,rooted,RF,11.414358790000001,0.1280011061202943
205,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,retained,unrooted,RF,9.815489130000001,0.12677192851841337
206,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,retained,unrooted,SPR,2.8102857949999986,0.0340199853565081
207,5000,1000000,16,1e-08,1e-08,0,RentPlus,per site,retained,unrooted,path,16.1601455369864,0.12821276799914696
208,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,retained,rooted,KC,15.988398196845031,0.110298686032925
209,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,retained,rooted,RF,14.057386725190204,0.1516531199002286
211,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,retained,unrooted,RF,11.76946841467639,0.15400800116311522
212,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,retained,unrooted,SPR,3.2662203333876607,0.038286838460796155
213,5000,1000000,16,1e-08,1e-08,0,fastARG,per site,retained,unrooted,path,17.82144831143195,0.14415903414938644
215,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,broken,rooted,KC,12.758876564309737,0.0881607010471254
216,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,broken,rooted,RF,11.870267481758344,0.14333255279122087
218,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,broken,unrooted,RF,10.598282021456107,0.14201505664118058
219,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,broken,unrooted,SPR,3.0193803199586533,0.03460200879584259
220,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,broken,unrooted,path,16.719044429127,0.13475943866519594
222,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,retained,rooted,KC,11.943210627677866,0.07603568201957865
226,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,retained,unrooted,SPR,2.710380800405555,0.05089973445770901
227,5000,1000000,16,1e-08,1e-08,0,tsinfer,per site,retained,unrooted,path,17.422274429289686,0.15013952977969017
229,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,KC,13.022755692751023,0.10582967521884863
230,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,rooted,RF,13.289057863414639,0.16414668919876274
232,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,RF,11.991640663414632,0.16625894493069454
233,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,SPR,3.328998829268293,0.042474046909023074
234,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,ARGweaver,per site,retained,unrooted,path,17.786792735673057,0.15392688047616282
236,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,KC,13.560089970755836,0.07666729799949461
237,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,rooted,RF,12.500228060000005,0.11871340269760447
238,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,RF,10.952097279999997,0.11657487217411448
239,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,SPR,3.0995394450000004,0.03068664955724042
240,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,RentPlus,per site,retained,unrooted,path,17.1992565692084,0.11244313468623504
241,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,KC,16.699609112837855,0.0967569366091682
242,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,rooted,RF,16.18144534691031,0.11575198999645564
244,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,RF,13.90883652424239,0.11371755582947123
245,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,SPR,3.7579101498213667,0.027661840300625164
246,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,fastARG,per site,retained,unrooted,path,19.753033771003228,0.11691002236858597
248,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,KC,13.644297220087577,0.08324522600721038
249,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,rooted,RF,13.247833496946287,0.12005441276551809
251,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,RF,11.886472141714284,0.1203917158653659
252,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,SPR,3.316206553217536,0.02931062058593038
253,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,broken,unrooted,path,17.89886738092379,0.11951482555689193
255,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,rooted,KC,12.568924773480715,0.07199694871257468
259,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,SPR,2.8986167215431693,0.05594181411254447
260,5000,1000000,16,1e-08,1e-08,EmpiricalErrorPlatinum1000G,tsinfer,per site,retained,unrooted,path,18.69381110814418,0.1323045332607771
262,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,retained,rooted,KC,8.462022491825998,0.08997789721643343
263,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,retained,rooted,RF,6.7183576,0.13592321434940235
265,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,retained,unrooted,RF,5.9202508117647055,0.13634595238834288
266,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,retained,unrooted,SPR,1.9490970882352936,0.03987457658739025
267,5000,1000000,16,1e-08,3.6840314986403866e-08,0,ARGweaver,per site,retained,unrooted,path,11.144713581522273,0.16233831942411536
269,5000,1000000,16,1e-08,3.6840314986403866e-08,0,RentPlus,per site,retained,rooted,KC,10.613965351536983,0.05597929256324419
