"","freq","p00","p01","p02","p10","p11","p12","p20","p21","p22"
"4471",0.892772,0.75,0,0.25,0,0.986301369863014,0.0136986301369863,0,0,1
"4472",0.892971,0.5,0.1,0.4,0,0.983333333333333,0.0166666666666667,0,0.0112994350282486,0.988700564971751
"4473",0.893171,0.8,0,0.2,0,1,0,0,0,1
"4474",0.893371,0.571428571428571,0,0.428571428571429,0,1,0,0,0,1
"4475",0.89357,0.666666666666667,0,0.333333333333333,0,1,0,0,0,1
"4476",0.89377,0.583333333333333,0,0.416666666666667,0,0.978947368421053,0.0210526315789474,0,0,1
"4477",0.89397,0.5,0.25,0.25,0,0.986486486486487,0.0135135135135135,0,0.00261780104712042,0.99738219895288
"4478",0.894169,0.6,0.1,0.3,0.0099009900990099,0.98019801980198,0.0099009900990099,0,0,1
"4479",0.894369,0.555555555555556,0.111111111111111,0.333333333333333,0,1,0,0,0,1
"4480",0.894569,0.444444444444444,0,0.555555555555556,0,1,0,0,0.00285714285714286,0.997142857142857
"4481",0.894768,0.428571428571429,0,0.571428571428571,0,1,0,0,0,1
"4482",0.894968,0.625,0,0.375,0,1,0,0,0,1
"4483",0.895168,0.428571428571429,0,0.571428571428571,0,0.987341772151899,0.0126582278481013,0,0,1
"4484",0.895367,0.571428571428571,0.285714285714286,0.142857142857143,0.012987012987013,0.987012987012987,0,0,0,1
"4485",0.895567,0.6,0,0.4,0.0340909090909091,0.965909090909091,0,0,0,1
"4486",0.895767,0.363636363636364,0.181818181818182,0.454545454545455,0,0.988505747126437,0.0114942528735632,0,0,1
"4487",0.895966,0.5,0,0.5,0,1,0,0,0,1
"4488",0.896166,0.8,0,0.2,0.0125,0.9875,0,0,0,1
"4489",0.896366,0.75,0,0.25,0.0111111111111111,0.977777777777778,0.0111111111111111,0,0,1
"4490",0.896565,0.777777777777778,0,0.222222222222222,0,0.989010989010989,0.010989010989011,0,0,1
"4491",0.896765,0.6,0,0.4,0,0.942028985507246,0.0579710144927536,0,0,1
"4492",0.896965,0.6,0.2,0.2,0,1,0,0,0,1
"4493",0.897165,0.6,0.2,0.2,0,0.971830985915493,0.028169014084507,0,0,1
"4494",0.897364,0.5,0.0714285714285714,0.428571428571429,0,1,0,0,0.00465116279069767,0.995348837209302
"4495",0.897564,0.636363636363636,0,0.363636363636364,0,0.95,0.05,0,0,1
"4496",0.897764,0.75,0,0.25,0,0.96551724137931,0.0344827586206897,0,0,1
"4497",0.897963,0.4,0.0666666666666667,0.533333333333333,0,0.922077922077922,0.0779220779220779,0,0,1
"4498",0.898163,0.428571428571429,0.142857142857143,0.428571428571429,0,0.986486486486487,0.0135135135135135,0,0,1
"4499",0.898363,0.5,0.125,0.375,0,0.983870967741935,0.0161290322580645,0,0,1
"4500",0.898562,0.333333333333333,0,0.666666666666667,0,1,0,0,0,1
"4501",0.898762,1,0,0,0,0.981818181818182,0.0181818181818182,0,0,1
"4502",0.898962,0.25,0.333333333333333,0.416666666666667,0,0.984848484848485,0.0151515151515152,0,0,1
"4503",0.899161,0.4,0.1,0.5,0,1,0,0,0,1
"4504",0.899361,0.285714285714286,0,0.714285714285714,0,0.985294117647059,0.0147058823529412,0,0.00241545893719807,0.997584541062802
"4505",0.899561,0.785714285714286,0,0.214285714285714,0,1,0,0,0,1
"4506",0.89976,0.444444444444444,0.111111111111111,0.444444444444444,0,0.985507246376812,0.0144927536231884,0,0,1
"4507",0.89996,0.555555555555556,0,0.444444444444444,0,1,0,0,0,1
"4508",0.90016,0.416666666666667,0,0.583333333333333,0,0.983050847457627,0.0169491525423729,0,0,1
"4509",0.900359,0.666666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,1
"4510",0.900559,0.333333333333333,0.166666666666667,0.5,0,0.973333333333333,0.0266666666666667,0,0,1
"4511",0.900759,0.857142857142857,0,0.142857142857143,0,0.97029702970297,0.0297029702970297,0,0,1
"4512",0.900958,0.5,0,0.5,0,0.984375,0.015625,0,0,1
"4513",0.901158,0.416666666666667,0.166666666666667,0.416666666666667,0,1,0,0,0,1
"4514",0.901358,0.4,0.3,0.3,0,1,0,0,0,1
"4515",0.901558,0.571428571428571,0,0.428571428571429,0,0.976744186046512,0.0232558139534884,0,0,1
"4516",0.901757,0.5,0.25,0.25,0,1,0,0,0,1
"4517",0.901957,0.5,0,0.5,0,0.983606557377049,0.0163934426229508,0,0.0024330900243309,0.997566909975669
"4518",0.902157,0.571428571428571,0,0.428571428571429,0,0.985915492957746,0.0140845070422535,0,0,1
"4519",0.902356,0.375,0,0.625,0,1,0,0,0,1
"4520",0.902556,0.416666666666667,0.25,0.333333333333333,0,1,0,0,0,1
"4521",0.902756,0.571428571428571,0,0.428571428571429,0,0.985507246376812,0.0144927536231884,0,0,1
