,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,tool,averaging,polytomy_treatment,rooting,metric,treedist_mean,treedist_se
382,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,wRF,67424.56017333918,543.9025818664961
383,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,RF,6.1649722110671465,0.05313303019099963
384,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,SPR,1.7370598159135,0.022100494777663352
385,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,path,12.409161055712962,0.074816587695377
386,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,wRF,67423.30066492507,543.90562263365
387,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,KC,7.751678544440069,0.03758038887610189
388,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,RF,7.254886324505944,0.05905542037238133
389,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,wRF,67424.56017333918,543.9025818664961
390,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,RF,6.6887892836355505,0.05940534716506152
391,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,SPR,2.1450393296016834,0.017229494557695554
392,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,path,11.824640460715623,0.0697667086274271
393,5000,1000000,16,1e-08,1.3572088082974523e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,wRF,67423.30066492507,543.9056226336501
394,5000,1000000,16,1e-08,5e-07,0,ARGweaver,per site,,rooted,KC,3.513240226977357,0.20178587095825515
395,5000,1000000,16,1e-08,5e-07,0,ARGweaver,per site,,rooted,RF,1.3857793,0.13743724578676872
396,5000,1000000,16,1e-08,5e-07,0,ARGweaver,per site,,rooted,wRF,16834.397303260157,593.7725420484006
397,5000,1000000,16,1e-08,5e-07,0,ARGweaver,per site,,unrooted,RF,0.9958524666666667,0.11962115092964302
398,5000,1000000,16,1e-08,5e-07,0,ARGweaver,per site,,unrooted,SPR,0.39673715000000004,0.04349538484942014
399,5000,1000000,16,1e-08,5e-07,0,ARGweaver,per site,,unrooted,path,2.693554973528204,0.26406957474456544
400,5000,1000000,16,1e-08,5e-07,0,ARGweaver,per site,,unrooted,wRF,16532.947526689397,590.703374010943
401,5000,1000000,16,1e-08,5e-07,0,RentPlus,per site,,rooted,KC,7.262984432959721,0.028054502767626638
402,5000,1000000,16,1e-08,5e-07,0,RentPlus,per site,,rooted,RF,3.17696596,0.032073758164435466
403,5000,1000000,16,1e-08,5e-07,0,RentPlus,per site,,unrooted,RF,1.8991595900000002,0.03335120790644331
404,5000,1000000,16,1e-08,5e-07,0,RentPlus,per site,,unrooted,SPR,0.6898333,0.012917830212492645
405,5000,1000000,16,1e-08,5e-07,0,RentPlus,per site,,unrooted,path,4.709328947276373,0.0699153673449707
406,5000,1000000,16,1e-08,5e-07,0,fastARG,per site,,rooted,KC,11.832462655514725,0.08373684261661618
407,5000,1000000,16,1e-08,5e-07,0,fastARG,per site,,rooted,RF,5.069819653002295,0.06923660323986285
408,5000,1000000,16,1e-08,5e-07,0,fastARG,per site,,rooted,wRF,60744.73749880929,587.3755098878552
409,5000,1000000,16,1e-08,5e-07,0,fastARG,per site,,unrooted,RF,2.4316959562035234,0.05834148721951652
410,5000,1000000,16,1e-08,5e-07,0,fastARG,per site,,unrooted,SPR,0.9291242020625252,0.02062090557388376
411,5000,1000000,16,1e-08,5e-07,0,fastARG,per site,,unrooted,path,5.831437584314489,0.11328797782365248
412,5000,1000000,16,1e-08,5e-07,0,fastARG,per site,,unrooted,wRF,60723.257803052984,587.3436425988859
413,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,,rooted,KC,2.9221015931567718,0.042125516445671994
414,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,,rooted,RF,1.901238724214291,0.035892164931125105
415,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,,rooted,wRF,65601.01819069608,630.0315750961486
416,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,,unrooted,RF,1.7504017569159194,0.03552263326796491
417,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,,unrooted,SPR,0.6348638304742602,0.01332783468849176
418,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,,unrooted,path,4.724283185686025,0.07993832813318141
419,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,,unrooted,wRF,65600.52669791454,630.0341196742231
420,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,breaking polytomies,rooted,KC,2.9170733905360735,0.04207705249043445
421,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,breaking polytomies,rooted,RF,1.9605651741141106,0.037492233234463865
422,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,breaking polytomies,rooted,wRF,65601.01819069608,630.0315750961485
423,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,breaking polytomies,unrooted,RF,1.8063075402501472,0.03712179350699453
424,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,breaking polytomies,unrooted,SPR,0.7152608572213236,0.014637306341667242
425,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,breaking polytomies,unrooted,path,4.548391624602041,0.07659428902325979
426,5000,1000000,16,1e-08,5e-07,0,tsinfer,per site,breaking polytomies,unrooted,wRF,65600.52669791454,630.0341196742231
427,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,KC,3.7721709976868327,0.15132645918491003
428,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,RF,2.20178924,0.3379644016814339
429,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,rooted,wRF,20138.302455843565,502.32628634178946
430,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,RF,1.8066034000000002,0.34795260401104633
431,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,SPR,0.6780197400000001,0.10717103685278312
432,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,path,4.131870379593149,0.582077989214953
433,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,ARGweaver,per site,,unrooted,wRF,19788.538585642942,501.5982670140649
434,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,rooted,KC,8.808194339895339,0.030148926025636603
435,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,rooted,RF,6.878897439999999,0.05853108264884156
436,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,RF,5.944030750000001,0.06157392646405526
437,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,SPR,1.9174274850000008,0.018297097504466453
438,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,RentPlus,per site,,unrooted,path,10.973262137264465,0.07371683681208638
439,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,KC,15.069085573492242,0.07730477722643297
440,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,RF,13.312492194526126,0.0793575748474207
441,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,rooted,wRF,132822.83005139965,1675.096101836109
442,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,RF,10.752221759748732,0.07682340716099686
443,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,SPR,3.158668400036997,0.02025970783596754
444,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,path,16.221689248099494,0.08645667778511618
445,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,fastARG,per site,,unrooted,wRF,132614.6105343084,1674.1551385860632
446,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,KC,5.8329814557876345,0.03471248624797417
447,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,RF,5.405587221287388,0.05327858667632668
448,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,rooted,wRF,65600.219202429,630.0408994861655
449,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,RF,5.039921379096617,0.053332698721211734
450,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,SPR,1.3527863074831399,0.017306201071908202
451,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,path,10.73717512412693,0.08116410461695604
452,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,,unrooted,wRF,65599.43475081492,630.0430281285855
453,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,KC,6.122573976005947,0.036193351278936595
454,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,RF,5.907523883227423,0.06159971498305653
455,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,rooted,wRF,65600.21920242898,630.0408994861657
456,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,RF,5.511030038294404,0.061664706053821614
457,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,SPR,1.824737476378644,0.018479686424998802
458,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,path,10.102338144397471,0.07489476245755203
459,5000,1000000,16,1e-08,5e-07,EmpiricalErrorPlatinum1000G,tsinfer,per site,breaking polytomies,unrooted,wRF,65599.43475081492,630.0430281285855
