,dataset,population,region,sample,sample_edges,strand
987,1kg,CHS,EAS,HG00513,684,1
988,1kg,CHS,EAS,HG00524,690,0
989,1kg,CHS,EAS,HG00524,704,1
990,1kg,CHS,EAS,HG00525,662,0
991,1kg,CHS,EAS,HG00525,702,1
992,1kg,CHS,EAS,HG00530,663,0
993,1kg,CHS,EAS,HG00530,668,1
994,1kg,CHS,EAS,HG00531,654,0
995,1kg,CHS,EAS,HG00531,689,1
996,1kg,CHS,EAS,HG00533,706,0
997,1kg,CHS,EAS,HG00533,687,1
998,1kg,CHS,EAS,HG00534,687,0
999,1kg,CHS,EAS,HG00534,675,1
1000,1kg,CHS,EAS,HG00536,663,0
1001,1kg,CHS,EAS,HG00536,711,1
1002,1kg,CHS,EAS,HG00537,704,0
1003,1kg,CHS,EAS,HG00537,604,1
1004,1kg,CHS,EAS,HG00542,276,0
1005,1kg,CHS,EAS,HG00542,634,1
1006,1kg,CHS,EAS,HG00543,684,0
1007,1kg,CHS,EAS,HG00543,637,1
1008,1kg,PUR,AMR,HG00551,359,0
1009,1kg,PUR,AMR,HG00551,451,1
1010,1kg,PUR,AMR,HG00553,468,0
1011,1kg,PUR,AMR,HG00553,334,1
1012,1kg,PUR,AMR,HG00554,563,0
1013,1kg,PUR,AMR,HG00554,327,1
1014,1kg,CHS,EAS,HG00556,775,0
1015,1kg,CHS,EAS,HG00556,710,1
1016,1kg,CHS,EAS,HG00557,685,0
1017,1kg,CHS,EAS,HG00557,698,1
1018,1kg,CHS,EAS,HG00559,635,0
1019,1kg,CHS,EAS,HG00559,628,1
1020,1kg,CHS,EAS,HG00560,668,0
1021,1kg,CHS,EAS,HG00560,641,1
1022,1kg,CHS,EAS,HG00565,634,0
1023,1kg,CHS,EAS,HG00565,633,1
1024,1kg,CHS,EAS,HG00566,644,0
1025,1kg,CHS,EAS,HG00566,603,1
1026,1kg,CHS,EAS,HG00580,666,0
1027,1kg,CHS,EAS,HG00580,599,1
1028,1kg,CHS,EAS,HG00581,618,0
1029,1kg,CHS,EAS,HG00581,719,1
1030,1kg,CHS,EAS,HG00583,667,0
1031,1kg,CHS,EAS,HG00583,645,1
1032,1kg,CHS,EAS,HG00584,652,0
1033,1kg,CHS,EAS,HG00584,689,1
1034,1kg,CHS,EAS,HG00589,677,0
1035,1kg,CHS,EAS,HG00589,671,1
1036,1kg,CHS,EAS,HG00590,681,0
1037,1kg,CHS,EAS,HG00590,702,1
1038,1kg,CHS,EAS,HG00592,678,0
1039,1kg,CHS,EAS,HG00592,686,1
1040,1kg,CHS,EAS,HG00593,714,0
1041,1kg,CHS,EAS,HG00593,776,1
1042,1kg,CHS,EAS,HG00595,666,0
1043,1kg,CHS,EAS,HG00595,687,1
1044,1kg,CHS,EAS,HG00596,654,0
1045,1kg,CHS,EAS,HG00596,663,1
1046,1kg,CHS,EAS,HG00598,665,0
1047,1kg,CHS,EAS,HG00598,756,1
1048,1kg,CHS,EAS,HG00599,778,0
1049,1kg,CHS,EAS,HG00599,763,1
1050,1kg,CHS,EAS,HG00607,648,0
1051,1kg,CHS,EAS,HG00607,636,1
1052,1kg,CHS,EAS,HG00608,669,0
1053,1kg,CHS,EAS,HG00608,720,1
1054,1kg,CHS,EAS,HG00610,668,0
1055,1kg,CHS,EAS,HG00610,693,1
1056,1kg,CHS,EAS,HG00611,635,0
1057,1kg,CHS,EAS,HG00611,705,1
1058,1kg,CHS,EAS,HG00613,631,0
1059,1kg,CHS,EAS,HG00613,680,1
1060,1kg,CHS,EAS,HG00614,664,0
1061,1kg,CHS,EAS,HG00614,648,1
1062,1kg,CHS,EAS,HG00619,634,0
1063,1kg,CHS,EAS,HG00619,672,1
1064,1kg,CHS,EAS,HG00620,693,0
1065,1kg,CHS,EAS,HG00620,650,1
1066,1kg,CHS,EAS,HG00622,695,0
1067,1kg,CHS,EAS,HG00622,1072,1
1068,1kg,CHS,EAS,HG00623,705,0
1069,1kg,CHS,EAS,HG00623,701,1
1070,1kg,CHS,EAS,HG00625,737,0
1071,1kg,CHS,EAS,HG00625,624,1
1072,1kg,CHS,EAS,HG00626,693,0
1073,1kg,CHS,EAS,HG00626,683,1
1074,1kg,CHS,EAS,HG00628,644,0
1075,1kg,CHS,EAS,HG00628,690,1
1076,1kg,CHS,EAS,HG00629,646,0
1077,1kg,CHS,EAS,HG00629,648,1
1078,1kg,CHS,EAS,HG00631,654,0
1079,1kg,CHS,EAS,HG00631,704,1
1080,1kg,CHS,EAS,HG00632,697,0
1081,1kg,CHS,EAS,HG00632,737,1
1082,1kg,CHS,EAS,HG00634,634,0
1083,1kg,CHS,EAS,HG00634,707,1
1084,1kg,PUR,AMR,HG00637,595,0
1085,1kg,PUR,AMR,HG00637,517,1
1086,1kg,PUR,AMR,HG00638,548,0
1087,1kg,PUR,AMR,HG00638,418,1
1088,1kg,PUR,AMR,HG00640,438,0
1089,1kg,PUR,AMR,HG00640,374,1
1090,1kg,PUR,AMR,HG00641,426,0
1091,1kg,PUR,AMR,HG00641,385,1
1092,1kg,CHS,EAS,HG00650,673,0
1093,1kg,CHS,EAS,HG00650,676,1
1094,1kg,CHS,EAS,HG00651,674,0
1095,1kg,CHS,EAS,HG00651,718,1
1096,1kg,CHS,EAS,HG00653,681,0
1097,1kg,CHS,EAS,HG00653,630,1
1098,1kg,CHS,EAS,HG00654,682,0
1099,1kg,CHS,EAS,HG00654,721,1
1100,1kg,CHS,EAS,HG00656,757,0
1101,1kg,CHS,EAS,HG00656,687,1
1102,1kg,CHS,EAS,HG00657,698,0
1103,1kg,CHS,EAS,HG00657,748,1
1104,1kg,CHS,EAS,HG00662,669,0
1105,1kg,CHS,EAS,HG00662,623,1
1106,1kg,CHS,EAS,HG00663,676,0
1107,1kg,CHS,EAS,HG00663,683,1
1108,1kg,CHS,EAS,HG00671,668,0
1109,1kg,CHS,EAS,HG00671,678,1
1110,1kg,CHS,EAS,HG00672,712,0
1111,1kg,CHS,EAS,HG00672,698,1
1112,1kg,CHS,EAS,HG00674,756,0
1113,1kg,CHS,EAS,HG00674,687,1
1114,1kg,CHS,EAS,HG00675,692,0
1115,1kg,CHS,EAS,HG00675,671,1
1116,1kg,CHS,EAS,HG00683,619,0
1117,1kg,CHS,EAS,HG00683,693,1
1118,1kg,CHS,EAS,HG00684,681,0
1119,1kg,CHS,EAS,HG00684,684,1
1120,1kg,CHS,EAS,HG00689,581,0
1121,1kg,CHS,EAS,HG00689,672,1
1122,1kg,CHS,EAS,HG00690,648,0
1123,1kg,CHS,EAS,HG00690,622,1
1124,1kg,CHS,EAS,HG00692,684,0
1125,1kg,CHS,EAS,HG00692,703,1
1126,1kg,CHS,EAS,HG00693,669,0
1127,1kg,CHS,EAS,HG00693,669,1
1128,1kg,CHS,EAS,HG00698,681,0
1129,1kg,CHS,EAS,HG00698,659,1
1130,1kg,CHS,EAS,HG00699,618,0
1131,1kg,CHS,EAS,HG00699,657,1
1132,1kg,CHS,EAS,HG00701,674,0
1133,1kg,CHS,EAS,HG00701,678,1
1134,1kg,CHS,EAS,HG00704,703,0
1135,1kg,CHS,EAS,HG00704,681,1
1136,1kg,CHS,EAS,HG00705,670,0
1137,1kg,CHS,EAS,HG00705,727,1
1138,1kg,CHS,EAS,HG00707,655,0
1139,1kg,CHS,EAS,HG00707,661,1
1140,1kg,CHS,EAS,HG00708,644,0
1141,1kg,CHS,EAS,HG00708,647,1
1142,1kg,CHS,EAS,HG00717,690,0
1143,1kg,CHS,EAS,HG00717,737,1
1144,1kg,CHS,EAS,HG00728,715,0
1145,1kg,CHS,EAS,HG00728,702,1
1146,1kg,CHS,EAS,HG00729,740,0
1147,1kg,CHS,EAS,HG00729,687,1
1148,1kg,PUR,AMR,HG00731,457,0
1149,1kg,PUR,AMR,HG00731,583,1
1150,1kg,PUR,AMR,HG00732,376,0
1151,1kg,PUR,AMR,HG00732,472,1
1152,1kg,PUR,AMR,HG00734,373,0
1153,1kg,PUR,AMR,HG00734,447,1
1154,1kg,PUR,AMR,HG00736,546,0
1155,1kg,PUR,AMR,HG00736,472,1
1156,1kg,PUR,AMR,HG00737,557,0
1157,1kg,PUR,AMR,HG00737,377,1
1158,1kg,PUR,AMR,HG00739,553,0
1159,1kg,PUR,AMR,HG00739,478,1
1160,1kg,PUR,AMR,HG00740,549,0
1161,1kg,PUR,AMR,HG00740,527,1
1162,1kg,PUR,AMR,HG00742,708,0
1163,1kg,PUR,AMR,HG00742,522,1
1164,1kg,PUR,AMR,HG00743,564,0
1165,1kg,PUR,AMR,HG00743,354,1
1166,1kg,CDX,EAS,HG00759,592,0
1167,1kg,CDX,EAS,HG00759,601,1
1168,1kg,CDX,EAS,HG00766,457,0
1169,1kg,CDX,EAS,HG00766,545,1
1170,1kg,CDX,EAS,HG00844,517,0
1171,1kg,CDX,EAS,HG00844,552,1
1172,1kg,CDX,EAS,HG00851,717,0
1173,1kg,CDX,EAS,HG00851,597,1
1174,1kg,CDX,EAS,HG00864,605,0
1175,1kg,CDX,EAS,HG00864,636,1
1176,1kg,CDX,EAS,HG00867,544,0
1177,1kg,CDX,EAS,HG00867,530,1
1178,1kg,CDX,EAS,HG00879,516,0
1179,1kg,CDX,EAS,HG00879,621,1
1180,1kg,CDX,EAS,HG00881,572,0
1181,1kg,CDX,EAS,HG00881,490,1
1182,1kg,CDX,EAS,HG00956,647,0
1183,1kg,CDX,EAS,HG00956,698,1
1184,1kg,CDX,EAS,HG00978,569,0
1185,1kg,CDX,EAS,HG00978,620,1
1186,1kg,CDX,EAS,HG00982,589,0
1187,1kg,CDX,EAS,HG00982,576,1
1188,1kg,CDX,EAS,HG01028,605,0
1189,1kg,CDX,EAS,HG01028,671,1
1190,1kg,CDX,EAS,HG01029,749,0
1191,1kg,CDX,EAS,HG01029,607,1
1192,1kg,CDX,EAS,HG01031,588,0
1193,1kg,CDX,EAS,HG01031,519,1
1194,1kg,CDX,EAS,HG01046,533,0
1195,1kg,CDX,EAS,HG01046,538,1
1196,1kg,PUR,AMR,HG01047,450,0
1197,1kg,PUR,AMR,HG01047,643,1
1198,1kg,PUR,AMR,HG01048,429,0
1199,1kg,PUR,AMR,HG01048,516,1
1200,1kg,PUR,AMR,HG01049,438,0
1201,1kg,PUR,AMR,HG01049,530,1
1202,1kg,PUR,AMR,HG01051,459,0
1203,1kg,PUR,AMR,HG01051,653,1
1204,1kg,PUR,AMR,HG01052,613,0
1205,1kg,PUR,AMR,HG01052,501,1
1206,1kg,PUR,AMR,HG01054,287,0
1207,1kg,PUR,AMR,HG01054,334,1
1208,1kg,PUR,AMR,HG01055,383,0
1209,1kg,PUR,AMR,HG01055,284,1
1210,1kg,PUR,AMR,HG01058,515,0
1211,1kg,PUR,AMR,HG01058,638,1
1212,1kg,PUR,AMR,HG01060,445,0
1213,1kg,PUR,AMR,HG01060,360,1
1214,1kg,PUR,AMR,HG01061,383,0
1215,1kg,PUR,AMR,HG01061,441,1
1216,1kg,PUR,AMR,HG01063,640,0
1217,1kg,PUR,AMR,HG01063,837,1
1218,1kg,PUR,AMR,HG01064,471,0
1219,1kg,PUR,AMR,HG01064,562,1
1220,1kg,PUR,AMR,HG01066,460,0
1221,1kg,PUR,AMR,HG01066,478,1
1222,1kg,PUR,AMR,HG01067,360,0
1223,1kg,PUR,AMR,HG01067,363,1
1224,1kg,PUR,AMR,HG01069,292,0
1225,1kg,PUR,AMR,HG01069,299,1
1226,1kg,PUR,AMR,HG01070,350,0
1227,1kg,PUR,AMR,HG01070,336,1
1228,1kg,PUR,AMR,HG01072,377,0
1229,1kg,PUR,AMR,HG01072,385,1
1230,1kg,PUR,AMR,HG01073,385,0
1231,1kg,PUR,AMR,HG01073,370,1
1232,1kg,PUR,AMR,HG01075,565,0
1233,1kg,PUR,AMR,HG01075,547,1
1234,1kg,PUR,AMR,HG01077,697,0
1235,1kg,PUR,AMR,HG01077,505,1
1236,1kg,PUR,AMR,HG01079,474,0
1237,1kg,PUR,AMR,HG01079,517,1
1238,1kg,PUR,AMR,HG01080,509,0
1239,1kg,PUR,AMR,HG01080,378,1
1240,1kg,PUR,AMR,HG01082,476,0
1241,1kg,PUR,AMR,HG01082,511,1
1242,1kg,PUR,AMR,HG01083,471,0
1243,1kg,PUR,AMR,HG01083,307,1
1244,1kg,PUR,AMR,HG01085,485,0
1245,1kg,PUR,AMR,HG01085,570,1
1246,1kg,PUR,AMR,HG01086,566,0
1247,1kg,PUR,AMR,HG01086,511,1
1248,1kg,PUR,AMR,HG01088,312,0
1249,1kg,PUR,AMR,HG01088,343,1
1250,1kg,PUR,AMR,HG01089,401,0
1251,1kg,PUR,AMR,HG01089,474,1
1252,1kg,PUR,AMR,HG01092,717,0
1253,1kg,PUR,AMR,HG01092,571,1
1254,1kg,PUR,AMR,HG01094,303,0
1255,1kg,PUR,AMR,HG01094,356,1
1256,1kg,PUR,AMR,HG01095,414,0
1257,1kg,PUR,AMR,HG01095,432,1
1258,1kg,PUR,AMR,HG01097,372,0
1259,1kg,PUR,AMR,HG01097,439,1
1260,1kg,PUR,AMR,HG01098,533,0
1261,1kg,PUR,AMR,HG01098,489,1
1262,1kg,PUR,AMR,HG01101,480,0
1263,1kg,PUR,AMR,HG01101,512,1
1264,1kg,PUR,AMR,HG01102,511,0
1265,1kg,PUR,AMR,HG01102,454,1
1266,1kg,PUR,AMR,HG01104,501,0
1267,1kg,PUR,AMR,HG01104,490,1
1268,1kg,PUR,AMR,HG01105,515,0
1269,1kg,PUR,AMR,HG01105,420,1
1270,1kg,PUR,AMR,HG01107,778,0
1271,1kg,PUR,AMR,HG01107,648,1
1272,1kg,PUR,AMR,HG01108,722,0
1273,1kg,PUR,AMR,HG01108,798,1
1274,1kg,PUR,AMR,HG01110,437,0
1275,1kg,PUR,AMR,HG01110,424,1
1276,1kg,PUR,AMR,HG01111,550,0
1277,1kg,PUR,AMR,HG01111,573,1
1278,1kg,CLM,AMR,HG01112,453,0
1279,1kg,CLM,AMR,HG01112,461,1
1280,1kg,CLM,AMR,HG01113,544,0
1281,1kg,CLM,AMR,HG01113,551,1
1282,1kg,CLM,AMR,HG01119,517,0
1283,1kg,CLM,AMR,HG01119,623,1
1284,1kg,CLM,AMR,HG01121,661,0
1285,1kg,CLM,AMR,HG01121,570,1
1286,1kg,CLM,AMR,HG01122,654,0
1287,1kg,CLM,AMR,HG01122,766,1
1288,1kg,CLM,AMR,HG01124,546,0
1289,1kg,CLM,AMR,HG01124,602,1
1290,1kg,CLM,AMR,HG01125,548,0
1291,1kg,CLM,AMR,HG01125,743,1
1292,1kg,CLM,AMR,HG01130,449,0
1293,1kg,CLM,AMR,HG01130,322,1
1294,1kg,CLM,AMR,HG01131,447,0
1295,1kg,CLM,AMR,HG01131,481,1
1296,1kg,CLM,AMR,HG01133,492,0
1297,1kg,CLM,AMR,HG01133,473,1
1298,1kg,CLM,AMR,HG01134,403,0
1299,1kg,CLM,AMR,HG01134,522,1
1300,1kg,CLM,AMR,HG01136,496,0
1301,1kg,CLM,AMR,HG01136,425,1
1302,1kg,CLM,AMR,HG01137,565,0
1303,1kg,CLM,AMR,HG01137,555,1
1304,1kg,CLM,AMR,HG01139,687,0
1305,1kg,CLM,AMR,HG01139,510,1
1306,1kg,CLM,AMR,HG01140,451,0
1307,1kg,CLM,AMR,HG01140,525,1
1308,1kg,CLM,AMR,HG01142,563,0
1309,1kg,CLM,AMR,HG01142,527,1
1310,1kg,CLM,AMR,HG01148,657,0
1311,1kg,CLM,AMR,HG01148,442,1
1312,1kg,CLM,AMR,HG01149,638,0
1313,1kg,CLM,AMR,HG01149,606,1
1314,1kg,PUR,AMR,HG01161,647,0
1315,1kg,PUR,AMR,HG01161,711,1
1316,1kg,PUR,AMR,HG01162,611,0
1317,1kg,PUR,AMR,HG01162,572,1
1318,1kg,PUR,AMR,HG01164,706,0
1319,1kg,PUR,AMR,HG01164,697,1
1320,1kg,PUR,AMR,HG01167,511,0
1321,1kg,PUR,AMR,HG01167,664,1
1322,1kg,PUR,AMR,HG01168,397,0
1323,1kg,PUR,AMR,HG01168,708,1
1324,1kg,PUR,AMR,HG01170,474,0
1325,1kg,PUR,AMR,HG01170,429,1
1326,1kg,PUR,AMR,HG01171,251,0
1327,1kg,PUR,AMR,HG01171,461,1
1328,1kg,PUR,AMR,HG01173,492,0
1329,1kg,PUR,AMR,HG01173,619,1
1330,1kg,PUR,AMR,HG01174,552,0
1331,1kg,PUR,AMR,HG01174,509,1
1332,1kg,PUR,AMR,HG01176,526,0
1333,1kg,PUR,AMR,HG01176,542,1
1334,1kg,PUR,AMR,HG01177,406,0
1335,1kg,PUR,AMR,HG01177,490,1
1336,1kg,PUR,AMR,HG01182,453,0
1337,1kg,PUR,AMR,HG01182,492,1
1338,1kg,PUR,AMR,HG01183,493,0
1339,1kg,PUR,AMR,HG01183,440,1
1340,1kg,PUR,AMR,HG01187,389,0
1341,1kg,PUR,AMR,HG01187,431,1
1342,1kg,PUR,AMR,HG01188,573,0
1343,1kg,PUR,AMR,HG01188,493,1
1344,1kg,PUR,AMR,HG01190,419,0
1345,1kg,PUR,AMR,HG01190,523,1
1346,1kg,PUR,AMR,HG01191,421,0
1347,1kg,PUR,AMR,HG01191,487,1
1348,1kg,PUR,AMR,HG01197,464,0
1349,1kg,PUR,AMR,HG01197,386,1
1350,1kg,PUR,AMR,HG01198,719,0
1351,1kg,PUR,AMR,HG01198,427,1
1352,1kg,PUR,AMR,HG01200,600,0
1353,1kg,PUR,AMR,HG01200,665,1
1354,1kg,PUR,AMR,HG01204,490,0
1355,1kg,PUR,AMR,HG01204,324,1
1356,1kg,PUR,AMR,HG01205,361,0
1357,1kg,PUR,AMR,HG01205,481,1
1358,1kg,PUR,AMR,HG01241,655,0
1359,1kg,PUR,AMR,HG01241,754,1
1360,1kg,PUR,AMR,HG01242,706,0
1361,1kg,PUR,AMR,HG01242,747,1
1362,1kg,PUR,AMR,HG01247,399,0
1363,1kg,PUR,AMR,HG01247,473,1
1364,1kg,PUR,AMR,HG01248,482,0
1365,1kg,PUR,AMR,HG01248,712,1
1366,1kg,CLM,AMR,HG01250,539,0
1367,1kg,CLM,AMR,HG01250,478,1
1368,1kg,CLM,AMR,HG01251,432,0
1369,1kg,CLM,AMR,HG01251,425,1
1370,1kg,CLM,AMR,HG01253,506,0
1371,1kg,CLM,AMR,HG01253,525,1
1372,1kg,CLM,AMR,HG01254,532,0
1373,1kg,CLM,AMR,HG01254,652,1
1374,1kg,CLM,AMR,HG01256,390,0
1375,1kg,CLM,AMR,HG01256,450,1
1376,1kg,CLM,AMR,HG01257,424,0
1377,1kg,CLM,AMR,HG01257,381,1
1378,1kg,CLM,AMR,HG01259,425,0
1379,1kg,CLM,AMR,HG01259,426,1
1380,1kg,CLM,AMR,HG01260,533,0
1381,1kg,CLM,AMR,HG01260,446,1
1382,1kg,CLM,AMR,HG01269,368,0
1383,1kg,CLM,AMR,HG01269,421,1
1384,1kg,CLM,AMR,HG01271,491,0
1385,1kg,CLM,AMR,HG01271,570,1
1386,1kg,CLM,AMR,HG01272,554,0
1387,1kg,CLM,AMR,HG01272,580,1
1388,1kg,CLM,AMR,HG01275,517,0
1389,1kg,CLM,AMR,HG01275,432,1
1390,1kg,CLM,AMR,HG01277,389,0
1391,1kg,CLM,AMR,HG01277,510,1
1392,1kg,CLM,AMR,HG01280,494,0
1393,1kg,CLM,AMR,HG01280,521,1
1394,1kg,CLM,AMR,HG01281,420,0
1395,1kg,CLM,AMR,HG01281,541,1
1396,1kg,CLM,AMR,HG01284,505,0
1397,1kg,CLM,AMR,HG01284,514,1
1398,1kg,PUR,AMR,HG01286,565,0
1399,1kg,PUR,AMR,HG01286,580,1
1400,1kg,PUR,AMR,HG01302,301,0
1401,1kg,PUR,AMR,HG01302,399,1
1402,1kg,PUR,AMR,HG01303,317,0
1403,1kg,PUR,AMR,HG01303,439,1
1404,1kg,PUR,AMR,HG01305,553,0
1405,1kg,PUR,AMR,HG01305,497,1
1406,1kg,PUR,AMR,HG01308,518,0
1407,1kg,PUR,AMR,HG01308,605,1
1408,1kg,PUR,AMR,HG01311,442,0
1409,1kg,PUR,AMR,HG01311,485,1
1410,1kg,PUR,AMR,HG01312,478,0
1411,1kg,PUR,AMR,HG01312,411,1
1412,1kg,PUR,AMR,HG01323,613,0
1413,1kg,PUR,AMR,HG01323,416,1
1414,1kg,PUR,AMR,HG01325,342,0
1415,1kg,PUR,AMR,HG01325,508,1
1416,1kg,PUR,AMR,HG01326,387,0
1417,1kg,PUR,AMR,HG01326,419,1
1418,1kg,GBR,EUR,HG01334,496,0
1419,1kg,GBR,EUR,HG01334,560,1
1420,1kg,CLM,AMR,HG01341,533,0
1421,1kg,CLM,AMR,HG01341,598,1
1422,1kg,CLM,AMR,HG01342,590,0
1423,1kg,CLM,AMR,HG01342,663,1
1424,1kg,CLM,AMR,HG01344,545,0
1425,1kg,CLM,AMR,HG01344,646,1
1426,1kg,CLM,AMR,HG01345,445,0
1427,1kg,CLM,AMR,HG01345,597,1
1428,1kg,CLM,AMR,HG01348,421,0
1429,1kg,CLM,AMR,HG01348,482,1
1430,1kg,CLM,AMR,HG01350,406,0
1431,1kg,CLM,AMR,HG01350,375,1
1432,1kg,CLM,AMR,HG01351,328,0
1433,1kg,CLM,AMR,HG01351,487,1
1434,1kg,CLM,AMR,HG01353,551,0
1435,1kg,CLM,AMR,HG01353,532,1
1436,1kg,CLM,AMR,HG01354,450,0
1437,1kg,CLM,AMR,HG01354,445,1
1438,1kg,CLM,AMR,HG01356,501,0
1439,1kg,CLM,AMR,HG01356,534,1
1440,1kg,CLM,AMR,HG01357,413,0
1441,1kg,CLM,AMR,HG01357,530,1
1442,1kg,CLM,AMR,HG01359,481,0
1443,1kg,CLM,AMR,HG01359,449,1
1444,1kg,CLM,AMR,HG01360,695,0
1445,1kg,CLM,AMR,HG01360,550,1
1446,1kg,CLM,AMR,HG01362,477,0
1447,1kg,CLM,AMR,HG01362,643,1
1448,1kg,CLM,AMR,HG01363,564,0
1449,1kg,CLM,AMR,HG01363,530,1
1450,1kg,CLM,AMR,HG01365,643,0
1451,1kg,CLM,AMR,HG01365,572,1
1452,1kg,CLM,AMR,HG01366,546,0
1453,1kg,CLM,AMR,HG01366,515,1
1454,1kg,CLM,AMR,HG01369,472,0
1455,1kg,CLM,AMR,HG01369,499,1
1456,1kg,CLM,AMR,HG01372,328,0
1457,1kg,CLM,AMR,HG01372,503,1
1458,1kg,CLM,AMR,HG01374,418,0
1459,1kg,CLM,AMR,HG01374,583,1
1460,1kg,CLM,AMR,HG01375,495,0
1461,1kg,CLM,AMR,HG01375,497,1
1462,1kg,CLM,AMR,HG01377,446,0
1463,1kg,CLM,AMR,HG01377,531,1
1464,1kg,CLM,AMR,HG01378,457,0
1465,1kg,CLM,AMR,HG01378,504,1
1466,1kg,CLM,AMR,HG01383,504,0
1467,1kg,CLM,AMR,HG01383,465,1
1468,1kg,CLM,AMR,HG01384,442,0
1469,1kg,CLM,AMR,HG01384,557,1
1470,1kg,CLM,AMR,HG01389,461,0
1471,1kg,CLM,AMR,HG01389,335,1
1472,1kg,CLM,AMR,HG01390,696,0
1473,1kg,CLM,AMR,HG01390,675,1
1474,1kg,PUR,AMR,HG01392,595,0
1475,1kg,PUR,AMR,HG01392,429,1
1476,1kg,PUR,AMR,HG01393,403,0
1477,1kg,PUR,AMR,HG01393,671,1
1478,1kg,PUR,AMR,HG01395,324,0
1479,1kg,PUR,AMR,HG01395,361,1
1480,1kg,PUR,AMR,HG01396,441,0
1481,1kg,PUR,AMR,HG01396,480,1
1482,1kg,PUR,AMR,HG01398,627,0
1483,1kg,PUR,AMR,HG01398,627,1
1484,1kg,PUR,AMR,HG01402,474,0
1485,1kg,PUR,AMR,HG01402,515,1
1486,1kg,PUR,AMR,HG01403,434,0
1487,1kg,PUR,AMR,HG01403,406,1
1488,1kg,PUR,AMR,HG01405,625,0
1489,1kg,PUR,AMR,HG01405,481,1
1490,1kg,PUR,AMR,HG01412,372,0
1491,1kg,PUR,AMR,HG01412,376,1
1492,1kg,PUR,AMR,HG01413,536,0
1493,1kg,PUR,AMR,HG01413,646,1
1494,1kg,PUR,AMR,HG01414,402,0
1495,1kg,PUR,AMR,HG01414,364,1
1496,1kg,CLM,AMR,HG01431,563,0
1497,1kg,CLM,AMR,HG01431,654,1
1498,1kg,CLM,AMR,HG01432,526,0
1499,1kg,CLM,AMR,HG01432,534,1
1500,1kg,CLM,AMR,HG01435,639,0
1501,1kg,CLM,AMR,HG01435,676,1
1502,1kg,CLM,AMR,HG01437,582,0
1503,1kg,CLM,AMR,HG01437,491,1
1504,1kg,CLM,AMR,HG01438,414,0
1505,1kg,CLM,AMR,HG01438,487,1
1506,1kg,CLM,AMR,HG01440,720,0
1507,1kg,CLM,AMR,HG01440,701,1
1508,1kg,CLM,AMR,HG01441,640,0
1509,1kg,CLM,AMR,HG01441,618,1
1510,1kg,CLM,AMR,HG01443,553,0
1511,1kg,CLM,AMR,HG01443,539,1
1512,1kg,CLM,AMR,HG01444,613,0
1513,1kg,CLM,AMR,HG01444,655,1
1514,1kg,CLM,AMR,HG01447,515,0
1515,1kg,CLM,AMR,HG01447,620,1
1516,1kg,CLM,AMR,HG01455,504,0
1517,1kg,CLM,AMR,HG01455,502,1
1518,1kg,CLM,AMR,HG01456,592,0
1519,1kg,CLM,AMR,HG01456,550,1
1520,1kg,CLM,AMR,HG01459,561,0
1521,1kg,CLM,AMR,HG01459,382,1
1522,1kg,CLM,AMR,HG01461,612,0
1523,1kg,CLM,AMR,HG01461,684,1
1524,1kg,CLM,AMR,HG01462,589,0
1525,1kg,CLM,AMR,HG01462,646,1
1526,1kg,CLM,AMR,HG01464,556,0
1527,1kg,CLM,AMR,HG01464,525,1
1528,1kg,CLM,AMR,HG01465,310,0
1529,1kg,CLM,AMR,HG01465,328,1
1530,1kg,CLM,AMR,HG01468,481,0
1531,1kg,CLM,AMR,HG01468,350,1
1532,1kg,CLM,AMR,HG01474,728,0
1533,1kg,CLM,AMR,HG01474,548,1
1534,1kg,CLM,AMR,HG01479,501,0
1535,1kg,CLM,AMR,HG01479,490,1
1536,1kg,CLM,AMR,HG01485,474,0
1537,1kg,CLM,AMR,HG01485,535,1
1538,1kg,CLM,AMR,HG01486,622,0
1539,1kg,CLM,AMR,HG01486,595,1
1540,1kg,CLM,AMR,HG01488,584,0
1541,1kg,CLM,AMR,HG01488,565,1
1542,1kg,CLM,AMR,HG01489,438,0
1543,1kg,CLM,AMR,HG01489,549,1
1544,1kg,CLM,AMR,HG01491,431,0
1545,1kg,CLM,AMR,HG01491,424,1
1546,1kg,CLM,AMR,HG01492,446,0
1547,1kg,CLM,AMR,HG01492,433,1
1548,1kg,CLM,AMR,HG01494,536,0
1549,1kg,CLM,AMR,HG01494,816,1
1550,1kg,CLM,AMR,HG01495,559,0
1551,1kg,CLM,AMR,HG01495,477,1
1552,1kg,CLM,AMR,HG01497,416,0
1553,1kg,CLM,AMR,HG01497,467,1
1554,1kg,CLM,AMR,HG01498,354,0
1555,1kg,CLM,AMR,HG01498,438,1
1556,1kg,IBS,EUR,HG01500,522,0
1557,1kg,IBS,EUR,HG01500,573,1
1558,1kg,IBS,EUR,HG01501,589,0
1559,1kg,IBS,EUR,HG01501,548,1
1560,1kg,IBS,EUR,HG01503,608,0
1561,1kg,IBS,EUR,HG01503,641,1
1562,1kg,IBS,EUR,HG01504,549,0
1563,1kg,IBS,EUR,HG01504,578,1
1564,1kg,IBS,EUR,HG01506,560,0
1565,1kg,IBS,EUR,HG01506,670,1
1566,1kg,IBS,EUR,HG01507,507,0
1567,1kg,IBS,EUR,HG01507,588,1
1568,1kg,IBS,EUR,HG01509,589,0
